CARRIER|ORIGIN|REGION,Sum,Count,Mean
AA|ORD|A,332743.000000,77,4321.337662
TIQ|TEB|I,1421.000000,1,1421.000000
GCA|MIA|I,149869.000000,222,675.085586
24Q|LBG|I,4584.000000,1,4584.000000
9X|DUJ|D,3162.000000,26,121.615385
27Q|3NJ|D,164.000000,2,82.000000
FX|NLU|L,56405.000000,23,2452.391304
04Q|DSI|D,335.000000,1,335.000000
SK|BOS|I,73400.000000,20,3670.000000
9X|RNO|D,2623.000000,9,291.444444
9X|TRM|D,995.000000,5,199.000000
9X|JHM|D,1320.000000,19,69.473684
9X|SJC|D,1455.000000,5,291.000000
2NQ|MMU|D,206.000000,1,206.000000
8E|CDL|D,206.000000,3,68.666667
ZW|PHL|D,42073.000000,93,452.397849
8E|ATK|D,280.000000,1,280.000000
KH|KOA|D,6535.000000,52,125.673077
LF|HSV|D,295.000000,3,98.333333
8E|ZXF|D,735.000000,3,245.000000
G4|AVL|D,185135.000000,242,765.020661
GV|AKI|D,313.000000,16,19.562500
JRQ|IGG|D,423.000000,2,211.500000
OO|RHI|D,4940.000000,28,176.428571
8E|MOU|D,241.000000,2,120.500000
2O|01A|D,60.000000,2,30.000000
JRQ|NUI|D,151.000000,1,151.000000
JRQ|VDZ|D,726.000000,5,145.200000
TK|SEA|I,123822.000000,21,5896.285714
27Q|FHU|D,167.000000,1,167.000000
8E|GMT|D,109.000000,1,109.000000
3FQ|CSL|I,933.000000,1,933.000000
JRQ|ADK|D,106.000000,1,106.000000
8E|ORV|D,8558.000000,144,59.430556
WS|OGG|I,130472.000000,45,2899.377778
OH|PHL|D,327026.000000,631,518.266244
8E|OBU|D,6948.000000,89,78.067416
36Q|LEX|I,4195.000000,1,4195.000000
9E|AGS|D,6880.000000,30,229.333333
04Q|PCT|D,4185.000000,17,246.176471
X9|PIT|D,201.000000,1,201.000000
8E|SHG|D,9765.000000,116,84.181034
27Q|JRA|D,358.000000,21,17.047619
GFQ|DAY|D,2073.000000,4,518.250000
NK|SDF|D,119039.000000,116,1026.198276
YX|TYS|D,19677.000000,38,517.815789
DL|YQX|D,1101.000000,1,1101.000000
36Q|GIB|I,4378.000000,1,4378.000000
JRQ|TLA|D,190.000000,1,190.000000
8V|HUS|D,9308.000000,74,125.783784
JRQ|SCC|D,60.000000,1,60.000000
GCA|FYV|D,3872.000000,5,774.400000
04Q|SCF|D,2203.000000,1,2203.000000
04Q|ECP|D,1055.000000,2,527.500000
VJT|SJC|I,348051.000000,66,5273.500000
6F|TOG|D,1072.000000,8,134.000000
KG|PHX|D,8592.000000,24,358.000000
9E|GRB|D,2322.000000,6,387.000000
04Q|GGT|D,636.000000,2,318.000000
04Q|BTP|D,617.000000,2,308.500000
04Q|TOL|D,485.000000,1,485.000000
GCA|SVN|D,975.000000,1,975.000000
04Q|FL4|D,809.000000,1,809.000000
04Q|DQN|D,221.000000,1,221.000000
FX|LNY|D,1370.000000,30,45.666667
04Q|TZN|D,591.000000,1,591.000000
27Q|VGT|D,1424.000000,2,712.000000
AA|STI|L,22143.000000,29,763.551724
KFQ|BUD|I,4881.000000,1,4881.000000
5Y|BNA|D,24190.000000,28,863.928571
AC|LGA|I,16026.000000,46,348.391304
04Q|BOW|D,403.000000,2,201.500000
AMQ|OGD|D,2556.000000,2,1278.000000
04Q|YCH|D,604.000000,1,604.000000
1BQ|YYT|D,2158.000000,1,2158.000000
04Q|JRV|D,901.000000,5,180.200000
9E|AVL|D,8879.000000,20,443.950000
04Q|CGF|D,1703.000000,4,425.750000
F9|ORF|D,49327.000000,57,865.385965
ZW|FNT|D,2994.000000,13,230.307692
5V|SLW|I,2674.000000,8,334.250000
V8|QQB|D,223.000000,4,55.750000
CC|DFW|I,1660.000000,1,1660.000000
04Q|RSD|D,1492.000000,4,373.000000
3FQ|BTV|D,2016.000000,3,672.000000
04Q|MTH|D,1038.000000,6,173.000000
3FQ|YKM|I,4100.000000,1,4100.000000
04Q|MMN|D,284.000000,2,142.000000
04Q|6PA|D,72.000000,1,72.000000
04Q|RNO|D,1815.000000,1,1815.000000
XP|PVD|D,6959.000000,11,632.636364
3FQ|GRR|D,573.000000,1,573.000000
04Q|LAN|D,1138.000000,1,1138.000000
G4|BDL|D,6811.000000,7,973.000000
04Q|BNA|D,2844.000000,4,711.000000
04Q|TKF|D,2297.000000,2,1148.500000
LF|VGT|D,9.000000,1,9.000000
N8|RFD|D,6145.000000,4,1536.250000
04Q|SBA|D,1031.000000,2,515.500000
VJT|LBB|I,2617.000000,1,2617.000000
04Q|STL|D,898.000000,1,898.000000
04Q|TN9|D,786.000000,1,786.000000
HY|TAS|I,76068.000000,12,6339.000000
VJT|MSY|I,7760.000000,2,3880.000000
1HQ|IST|I,5930.000000,1,5930.000000
OO|ROC|D,8600.000000,26,330.769231
UA|SHV|D,3310.000000,8,413.750000
WGT|HNL|I,4389.000000,1,4389.000000
9E|MSP|D,164379.000000,314,523.500000
JL|HND|I,500708.000000,90,5563.422222
04Q|YYG|D,641.000000,1,641.000000
09Q|TPA|D,5738.000000,7,819.714286
SY|AFW|D,65243.000000,68,959.455882
04Q|YCL|D,2063.000000,4,515.750000
AM|IAD|I,24460.000000,14,1747.142857
3FQ|ACY|D,990.000000,1,990.000000
04Q|CLT|D,590.000000,1,590.000000
UA|DSM|D,89175.000000,173,515.462428
04Q|YIP|D,463.000000,1,463.000000
HAQ|IAD|I,690.000000,2,345.000000
04Q|MYR|D,454.000000,1,454.000000
04Q|SC7|D,440.000000,1,440.000000
CZ|PVG|I,162504.000000,24,6771.000000
3EQ|MAD|D,3969.000000,1,3969.000000
04Q|YPS|D,2352.000000,5,470.400000
04Q|ORF|D,1817.000000,8,227.125000
9E|FAY|D,6019.000000,19,316.789474
2AQ|MAN|I,5221.000000,1,5221.000000
04Q|DOM|D,1048.000000,3,349.333333
X9|SOF|I,64944.000000,13,4995.692308
04Q|3VA|D,331.000000,1,331.000000
JRQ|DLG|D,274.000000,1,274.000000
N8|CHS|D,1097.000000,1,1097.000000
8C|RIC|D,17862.000000,26,687.000000
04Q|JHW|D,2291.000000,7,327.285714
VJT|MLB|I,4712.000000,1,4712.000000
9X|VGT|D,855.000000,3,285.000000
04Q|OGS|D,795.000000,3,265.000000
HYP|BGR|I,1231.000000,1,1231.000000
04Q|AZS|D,502.000000,2,251.000000
SVW|BWI|I,5508.000000,1,5508.000000
3AQ|TAL|D,248.000000,2,124.000000
X7|ATL|I,22360.000000,5,4472.000000
04Q|NEV|D,1920.000000,8,240.000000
04Q|LEW|D,1330.000000,6,221.666667
U7|DHN|D,2116.000000,2,1058.000000
N8|BGR|D,1125.000000,1,1125.000000
3AQ|7AK|D,308.000000,29,10.620690
AF|DFW|I,74668.000000,17,4392.235294
KAQ|PVG|I,12924.000000,3,4308.000000
04Q|NMC|D,1482.000000,6,247.000000
U7|EVV|D,2638.000000,3,879.333333
GCA|STX|I,1955.000000,1,1955.000000
04Q|NJ7|D,232.000000,1,232.000000
YX|DAY|D,9679.000000,25,387.160000
KAQ|AMA|D,312.000000,1,312.000000
L2|ZXF|D,310.000000,1,310.000000
04Q|MVL|D,2439.000000,11,221.727273
04Q|LNA|D,1105.000000,5,221.000000
WN|MSY|D,661713.000000,791,836.552465
AF|CDG|I,1905039.000000,434,4389.490783
04Q|VGC|D,946.000000,4,236.500000
NK|CMH|D,199249.000000,195,1021.789744
04Q|ZBM|D,208.000000,1,208.000000
7S|ENA|D,1857.000000,10,185.700000
04Q|PIE|D,6338.000000,16,396.125000
5Y|GDL|I,23738.000000,16,1483.625000
04Q|GHB|D,1199.000000,4,299.750000
M6|SDF|D,6021.000000,6,1003.500000
TQ|HPN|D,2461.000000,2,1230.500000
OO|PIB|D,7683.000000,26,295.500000
10Q|OPF|I,3297.000000,1,3297.000000
04Q|RME|D,539.000000,3,179.666667
SVW|STT|I,4786.000000,1,4786.000000
ABX|LRD|D,2328.000000,2,1164.000000
04Q|UXO|D,334.000000,2,167.000000
KLQ|HGR|D,1501.000000,1,1501.000000
04Q|ABY|D,855.000000,1,855.000000
04Q|VA4|D,129.000000,1,129.000000
9X|HHR|D,2385.000000,7,340.714286
PTQ|LEE|I,35.000000,1,35.000000
W8|PAP|I,713.000000,1,713.000000
LF|GGG|D,671.000000,2,335.500000
04Q|PWM|D,5621.000000,24,234.208333
U7|ALO|D,2719.000000,4,679.750000
04Q|ISM|D,405.000000,3,135.000000
04Q|SEF|D,67.000000,1,67.000000
OO|DFW|L,3936.000000,4,984.000000
04Q|UST|D,3917.000000,8,489.625000
04Q|MT3|D,817.000000,1,817.000000
AN|SVC|D,6920.000000,31,223.225806
04Q|JZU|D,710.000000,2,355.000000
LMQ|LCA|I,5504.000000,1,5504.000000
FX|PLN|D,2700.000000,20,135.000000
04Q|YQA|D,1173.000000,3,391.000000
DL|DTW|P,255268.000000,38,6717.578947
3FQ|BGR|D,2374.000000,2,1187.000000
5X|HSV|D,11915.000000,38,313.552632
ATQ|FOK|I,3385.000000,1,3385.000000
G4|CRP|D,5953.000000,6,992.166667
04Q|N2Y|D,404.000000,2,202.000000
X9|MAO|I,4804.000000,2,2402.000000
JRQ|DUT|D,7985.000000,17,469.705882
HUQ|DUB|I,3182.000000,1,3182.000000
04Q|ESN|D,1398.000000,6,233.000000
36Q|FOK|I,8063.000000,3,2687.666667
8V|MLL|D,748.000000,3,249.333333
04Q|VA8|D,2384.000000,8,298.000000
K2|PKA|D,2378.000000,100,23.780000
U7|MBS|D,465.000000,1,465.000000
3FQ|YQA|I,1146.000000,1,1146.000000
KG|ATY|D,12312.000000,24,513.000000
04Q|PHF|D,1428.000000,2,714.000000
04Q|NY9|D,298.000000,1,298.000000
04Q|TTN|D,5420.000000,15,361.333333
04Q|VA5|D,400.000000,2,200.000000
OH|JAN|D,39136.000000,64,611.500000
04Q|BUF|D,8023.000000,26,308.576923
1EQ|SAN|D,10724.000000,7,1532.000000
04Q|MDT|D,1650.000000,9,183.333333
04Q|SDQ|D,241.000000,1,241.000000
7H|FNT|D,153.000000,1,153.000000
QFX|MCO|I,758.000000,1,758.000000
3EQ|MFR|D,705.000000,1,705.000000
9X|HWD|D,257.000000,1,257.000000
04Q|LEB|D,10852.000000,47,230.893617
PT|BHM|D,2249.000000,7,321.285714
15Q|EYW|I,4873.000000,1,4873.000000
04Q|DAB|D,811.000000,4,202.750000
3EQ|SEE|D,721.000000,2,360.500000
L7|ORD|I,11970.000000,10,1197.000000
5V|SVS|D,180.000000,2,90.000000
QFX|LAS|I,2791.000000,3,930.333333
AA|BNA|D,242140.000000,316,766.265823
04Q|1NY|D,912.000000,4,228.000000
VJT|CAT|I,5452.000000,6,908.666667
09Q|GYE|I,7347.000000,3,2449.000000
04Q|LEE|D,2300.000000,6,383.333333
09Q|MLM|I,2744.000000,4,686.000000
04Q|6B0|D,1401.000000,7,200.142857
GCQ|CLE|I,4595.000000,1,4595.000000
3FQ|GVL|D,1974.000000,1,1974.000000
04Q|SLK|D,6249.000000,27,231.444444
B6|AVL|D,7644.000000,10,764.400000
XP|SDQ|D,1389.000000,1,1389.000000
0CQ|SFO|I,30.000000,1,30.000000
X9|DSS|I,12917.000000,3,4305.666667
04Q|ORL|D,1614.000000,9,179.333333
04Q|MHH|D,9923.000000,45,220.511111
G7|ICT|D,2352.000000,4,588.000000
SVW|DUB|I,3158.000000,1,3158.000000
27Q|MKC|D,1603.000000,2,801.500000
G4|BWI|D,61307.000000,70,875.814286
B6|PWM|D,9114.000000,25,364.560000
WGT|GND|I,2090.000000,1,2090.000000
04Q|LRM|D,2264.000000,12,188.666667
VB|MLM|I,22191.000000,13,1707.000000
NK|GUA|L,86907.000000,81,1072.925926
24Q|FAB|I,9110.000000,2,4555.000000
GJQ|YYR|I,3606.000000,4,901.500000
GCA|CSL|I,814.000000,1,814.000000
WGT|SXF|I,13012.000000,3,4337.333333
04Q|EEN|D,726.000000,4,181.500000
U7|JVL|D,1683.000000,2,841.500000
F9|DEN|L,100335.000000,68,1475.514706
04Q|RDG|D,668.000000,4,167.000000
FJ|HNL|I,90264.000000,38,2375.368421
AF|SFO|I,111680.000000,20,5584.000000
04Q|BVY|D,1752.000000,10,175.200000
WPT|MCO|I,4375.000000,1,4375.000000
0CQ|OPF|I,2582.000000,1,2582.000000
36Q|MAN|I,3342.000000,1,3342.000000
9X|TEX|D,421.000000,1,421.000000
AS|PHX|D,308991.000000,254,1216.500000
04Q|RUT|D,1858.000000,10,185.800000
04Q|B19|D,407.000000,2,203.500000
04Q|VWK|D,4272.000000,26,164.307692
AMQ|GDL|I,1341.000000,2,670.500000
04Q|BWI|D,8619.000000,36,239.416667
13Q|CLT|I,1864.000000,5,372.800000
M6|ELP|D,2494.000000,2,1247.000000
3FQ|PSP|I,1138.000000,1,1138.000000
AC|PIE|I,1879.000000,2,939.500000
04Q|BCT|D,6727.000000,29,231.965517
04Q|PTW|D,415.000000,2,207.500000
04Q|DXR|D,1830.000000,12,152.500000
1BQ|TUS|D,1549.000000,1,1549.000000
04Q|ILG|D,2486.000000,12,207.166667
36Q|HPN|I,4757.000000,2,2378.500000
L7|GUA|I,12204.000000,12,1017.000000
1EQ|CSL|D,7338.000000,6,1223.000000
04Q|GFL|D,2355.000000,13,181.153846
04Q|VNC|D,1642.000000,9,182.444444
04Q|BBX|D,7795.000000,36,216.527778
DL|SAT|D,326098.000000,316,1031.955696
04Q|WWD|D,709.000000,4,177.250000
04Q|ANP|D,1377.000000,6,229.500000
ARQ|LGG|I,3713.000000,1,3713.000000
VJT|ORL|I,8465.000000,5,1693.000000
VJT|OLB|I,24972.000000,5,4994.400000
L2|RDB|D,4405.000000,8,550.625000
2JQ|FST|D,699.000000,1,699.000000
04Q|FL7|D,1079.000000,2,539.500000
04Q|LLY|D,816.000000,4,204.000000
04Q|EWR|D,5214.000000,29,179.793103
3FQ|BFI|D,13160.000000,8,1645.000000
07Q|YVR|I,56537.000000,57,991.877193
UA|STT|D,138304.000000,78,1773.128205
KAH|TRM|D,2098.000000,2,1049.000000
04Q|PA5|D,3169.000000,16,198.062500
04Q|SIG|D,2668.000000,18,148.222222
4W|EAA|D,326.000000,2,163.000000
UA|MFE|L,632.000000,2,316.000000
WGT|KLU|I,5160.000000,1,5160.000000
04Q|NPT|D,5087.000000,34,149.617647
AOQ|PGO|I,847.000000,1,847.000000
04Q|MJX|D,123.000000,1,123.000000
GEQ|SWF|I,3580.000000,1,3580.000000
8V|BTT|D,10537.000000,93,113.301075
04Q|PSF|D,2552.000000,16,159.500000
OO|PHX|L,37265.000000,57,653.771930
U7|MFE|D,7049.000000,6,1174.833333
04Q|BGM|D,552.000000,4,138.000000
EI|IAD|I,40848.000000,12,3404.000000
04Q|ME5|D,869.000000,3,289.666667
04Q|TMB|D,2590.000000,13,199.230769
04Q|PNE|D,4438.000000,23,192.956522
04Q|OPF|D,17175.000000,66,260.227273
04Q|VNY|D,5449.000000,3,1816.333333
04Q|ART|D,906.000000,4,226.500000
3S|KIX|I,17226.000000,3,5742.000000
04Q|PSM|D,2638.000000,15,175.866667
04Q|BDR|D,4734.000000,23,205.826087
9E|MEM|D,29058.000000,41,708.731707
B6|BIL|D,126.000000,1,126.000000
04Q|BID|D,3320.000000,24,138.333333
04Q|MVY|D,26648.000000,141,188.992908
5Y|PVG|I,112009.000000,26,4308.038462
04Q|MMU|D,14894.000000,60,248.233333
04Q|MA4|D,1439.000000,9,159.888889
04Q|THV|D,990.000000,1,990.000000
XP|MBJ|I,3288.000000,2,1644.000000
9E|TLH|D,6740.000000,25,269.600000
3EQ|ACT|D,1171.000000,1,1171.000000
1HQ|EDI|I,4165.000000,1,4165.000000
XP|MLI|D,674.000000,1,674.000000
AA|DTW|D,170504.000000,201,848.278607
04Q|TEB|D,69598.000000,265,262.633962
ZW|GRB|D,2290.000000,14,163.571429
U7|AZA|D,7769.000000,8,971.125000
AF|BDL|I,547.000000,3,182.333333
GCQ|LAS|I,11868.000000,2,5934.000000
04Q|HVN|D,2748.000000,19,144.631579
1HQ|PIE|I,1018.000000,1,1018.000000
SY|ORD|D,59855.000000,85,704.176471
5X|LIT|D,39332.000000,77,510.805195
27Q|NCE|I,3991.000000,1,3991.000000
N8|JAX|D,1617.000000,4,404.250000
SY|ROA|D,6773.000000,16,423.312500
YR|KNB|D,1341.000000,9,149.000000
27Q|CTG|I,2111.000000,1,2111.000000
3EQ|SCF|D,35311.000000,55,642.018182
QFX|SKB|I,1757.000000,1,1757.000000
OS|EWR|I,51036.000000,12,4253.000000
QFX|FRG|I,70.000000,2,35.000000
SY|PHL|L,3689.000000,5,737.800000
04Q|HHH|D,383.000000,1,383.000000
24Q|PDL|I,2568.000000,1,2568.000000
1XQ|BOS|I,3691.000000,1,3691.000000
VJT|NGO|I,47190.000000,8,5898.750000
24Q|TEB|I,16481.000000,5,3296.200000
I4|KAE|D,2979.000000,30,99.300000
04Q|MD2|D,247.000000,1,247.000000
SY|FOE|D,1984.000000,3,661.333333
24Q|GSO|I,1716.000000,1,1716.000000
VJT|PVK|I,4989.000000,1,4989.000000
AA|CMH|D,135165.000000,168,804.553571
13Q|GEG|I,325.000000,1,325.000000
U7|GDC|D,3203.000000,5,640.600000
24Q|IAD|I,2528.000000,2,1264.000000
ADB|COS|I,1882.000000,1,1882.000000
7S|LVD|D,182.000000,1,182.000000
C5|TUS|D,1600.000000,2,800.000000
7S|KTN|D,183.000000,1,183.000000
7S|TNK|D,4693.000000,57,82.333333
04Q|ERI|D,2670.000000,10,267.000000
13Q|YBL|I,1386.000000,2,693.000000
KFQ|LBG|I,25066.000000,6,4177.666667
27Q|BIL|D,1538.000000,2,769.000000
G4|VLD|D,1386.000000,2,693.000000
F9|MDT|D,17020.000000,20,851.000000
SWQ|CKY|I,4256.000000,1,4256.000000
AA|CRP|D,1583.000000,5,316.600000
9X|SQL|D,7233.000000,29,249.413793
VJT|SGN|I,14905.000000,2,7452.500000
IFQ|BLQ|I,5451.000000,1,5451.000000
GCA|POS|I,1622.000000,1,1622.000000
OO|JMS|D,9092.000000,30,303.066667
IFQ|MUC|I,4040.000000,1,4040.000000
LH|YYZ|I,1748.000000,4,437.000000
SVW|LBG|I,33184.000000,8,4148.000000
N8|DFW|I,16592.000000,3,5530.666667
AV|JFK|I,149871.000000,63,2378.904762
W2|OPF|I,9372.000000,2,4686.000000
G7|EWR|D,101971.000000,303,336.537954
IFQ|FRG|I,4763.000000,1,4763.000000
IFQ|MAD|I,3410.000000,1,3410.000000
J5|CBA|D,269.000000,7,38.428571
PT|CLT|D,111070.000000,403,275.607940
IFQ|CHS|I,640.000000,1,640.000000
NIQ|EWR|I,4040.000000,1,4040.000000
NIQ|ATH|I,5274.000000,1,5274.000000
7S|NUP|D,1227.000000,32,38.343750
AA|MAD|A,314746.000000,76,4141.394737
GCA|CLL|D,3965.000000,6,660.833333
ALQ|SNN|I,4058.000000,1,4058.000000
15Q|ZRH|I,36258.000000,9,4028.666667
15Q|APF|I,4933.000000,1,4933.000000
15Q|GVA|I,12617.000000,3,4205.666667
XP|HTS|D,532.000000,1,532.000000
15Q|PDX|I,7309.000000,2,3654.500000
1HQ|LBG|I,3634.000000,1,3634.000000
UA|ORF|L,725.000000,3,241.666667
9X|ITO|D,144.000000,1,144.000000
9E|MLI|D,17913.000000,29,617.689655
4W|HKB|D,1623.000000,14,115.928571
JN|NCN|D,3216.000000,38,84.631579
LF|COU|D,260.000000,1,260.000000
QFX|PDK|I,1740.000000,1,1740.000000
13Q|GRB|I,520.000000,2,260.000000
15Q|NAS|I,2255.000000,2,1127.500000
15Q|YUL|I,746.000000,1,746.000000
M6|SVD|L,9090.000000,6,1515.000000
YV|JAN|D,310.000000,2,155.000000
B6|RSW|D,181169.000000,176,1029.369318
15Q|SJC|I,10754.000000,2,5377.000000
SVW|COS|I,5012.000000,1,5012.000000
15Q|BRN|I,3846.000000,1,3846.000000
M3|MAO|I,2402.000000,1,2402.000000
VJT|KIR|I,22307.000000,6,3717.833333
8V|AIN|D,12987.000000,84,154.607143
15Q|HAN|I,5401.000000,1,5401.000000
MX|MHT|D,20602.000000,20,1030.100000
27Q|LTN|I,14313.000000,4,3578.250000
AMQ|DAL|D,3010.000000,5,602.000000
15Q|LAX|I,6888.000000,3,2296.000000
VJT|MCO|I,37574.000000,9,4174.888889
15Q|SMV|I,4020.000000,1,4020.000000
MX|MIA|D,6655.000000,8,831.875000
LP|LIM|I,316454.000000,93,3402.731183
36Q|SLC|I,5403.000000,1,5403.000000
1XQ|PBI|I,4704.000000,1,4704.000000
WGT|GVA|I,7588.000000,2,3794.000000
9E|BOS|D,1809.000000,4,452.250000
AA|FDF|L,32441.000000,22,1474.590909
DL|CRP|D,555.000000,3,185.000000
8E|BKC|D,11852.000000,128,92.593750
15Q|SLC|I,630.000000,1,630.000000
27Q|OPF|I,11191.000000,6,1865.166667
15Q|VNY|I,11722.000000,3,3907.333333
VJT|DEN|I,14943.000000,4,3735.750000
04Q|JFK|D,5806.000000,33,175.939394
N8|BFK|I,1118.000000,1,1118.000000
9X|PSP|D,2527.000000,8,315.875000
NK|MHT|D,17130.000000,15,1142.000000
GCA|GEG|D,4361.000000,3,1453.666667
15Q|OSL|I,10334.000000,2,5167.000000
8E|HSL|D,347.000000,2,173.500000
VJT|BHX|I,23699.000000,6,3949.833333
04Q|SAV|D,3878.000000,9,430.888889
3EQ|OMA|D,1415.000000,1,1415.000000
5Y|CGO|I,17456.000000,4,4364.000000
Y4|QRO|I,31103.000000,19,1637.000000
15Q|BMA|I,23975.000000,6,3995.833333
LX|MCO|I,192.000000,1,192.000000
AA|SXM|L,87473.000000,66,1325.348485
15Q|TLC|I,2113.000000,1,2113.000000
15Q|EGE|I,6726.000000,2,3363.000000
7H|BED|D,16400.000000,20,820.000000
KO|IKO|D,232.000000,2,116.000000
15Q|YYZ|I,1662.000000,2,831.000000
3M|PLS|I,5211.000000,9,579.000000
PO|JFK|D,589.000000,1,589.000000
UA|MEM|D,95022.000000,158,601.405063
3EQ|PLS|D,773.000000,1,773.000000
3EQ|NAP|D,4629.000000,1,4629.000000
MU|SFO|I,44742.000000,12,3728.500000
6F|WTL|D,4895.000000,105,46.619048
ABX|PDX|D,12326.000000,25,493.040000
27Q|VCE|I,4158.000000,1,4158.000000
13Q|YYJ|I,2794.000000,1,2794.000000
G4|POB|D,2228.000000,2,1114.000000
1HQ|LAX|I,12129.000000,2,6064.500000
PFQ|PNI|I,1016.000000,1,1016.000000
3EQ|AZ3|D,501.000000,1,501.000000
AA|FCA|D,24173.000000,18,1342.944444
AS|BWI|D,87134.000000,43,2026.372093
PTQ|LTN|I,25210.000000,7,3601.428571
UX|JFK|I,75369.000000,21,3589.000000
3FQ|CMI|D,1707.000000,1,1707.000000
VJT|RSW|I,1715.000000,1,1715.000000
G4|NZY|D,1338.000000,1,1338.000000
27Q|MYR|D,760.000000,1,760.000000
OO|DEN|D,987741.000000,1733,569.960185
3FQ|TKF|D,1092.000000,3,364.000000
26Q|DIJ|I,3793.000000,1,3793.000000
27Q|CHO|D,77.000000,1,77.000000
YV|EYW|D,1938.000000,2,969.000000
N8|PVG|I,38773.000000,9,4308.111111
VJT|IST|I,5001.000000,1,5001.000000
LF|BIM|D,968.000000,3,322.666667
WN|AUS|L,60643.000000,76,797.934211
3FQ|PCD|D,0.000000,1,0.000000
04Q|NY7|D,2640.000000,13,203.076923
27Q|CGF|D,2033.000000,1,2033.000000
3FQ|LAX|D,25515.000000,26,981.346154
LF|IRK|D,19689.000000,54,364.611111
27Q|OGS|D,3699.000000,7,528.428571
3FQ|PIE|D,3610.000000,3,1203.333333
U7|OSC|D,1366.000000,3,455.333333
MX|HVN|D,4256.000000,4,1064.000000
U7|GSO|D,1287.000000,1,1287.000000
3FQ|MMU|D,1764.000000,10,176.400000
UA|KEF|A,35744.000000,13,2749.538462
LF|TEB|D,46156.000000,75,615.413333
DL|DLH|D,2016.000000,14,144.000000
WL|PUJ|I,4555.000000,5,911.000000
KLQ|CHA|D,1850.000000,2,925.000000
AS|YIP|D,3933.000000,2,1966.500000
LF|ORD|D,47371.000000,148,320.074324
3EQ|SJD|D,5752.000000,7,821.714286
LF|ELM|D,181.000000,1,181.000000
3FQ|OGG|D,21085.000000,11,1916.818182
W8|SJO|I,4468.000000,4,1117.000000
3FQ|LIR|I,5577.000000,2,2788.500000
BCQ|ANC|I,7550.000000,6,1258.333333
04Q|PYM|D,1337.000000,8,167.125000
3FQ|MIA|D,13301.000000,15,886.733333
FX|BJI|D,1164.000000,12,97.000000
04Q|DKK|D,934.000000,3,311.333333
XP|HVN|D,378314.000000,443,853.981941
VB|DFW|I,28895.000000,42,687.976190
3FQ|HPN|I,24441.000000,11,2221.909091
3FQ|SWF|D,2498.000000,2,1249.000000
U7|AZO|D,521.000000,1,521.000000
DL|SRQ|L,1026.000000,1,1026.000000
3S|CAN|I,74300.000000,13,5715.384615
SVW|CGN|I,4000.000000,1,4000.000000
3FQ|SJD|I,5911.000000,6,985.166667
EAU|TEB|I,7570.000000,2,3785.000000
3FQ|BED|I,5875.000000,3,1958.333333
OO|CHS|D,16807.000000,25,672.280000
09Q|INT|D,335.000000,1,335.000000
2AQ|YQX|I,1327.000000,1,1327.000000
3FQ|AUA|I,3520.000000,2,1760.000000
3FQ|ABE|D,2613.000000,3,871.000000
3FQ|AUS|D,33136.000000,30,1104.533333
1HQ|OSL|I,4442.000000,1,4442.000000
XP|PAH|D,737.000000,1,737.000000
S4|FNC|I,59054.000000,19,3108.105263
7S|EHM|D,296.000000,2,148.000000
3FQ|TPA|D,2673.000000,5,534.600000
SVW|SXM|I,3565.000000,1,3565.000000
MQ|RST|D,5712.000000,21,272.000000
U7|GSP|I,1288.000000,1,1288.000000
OO|BJX|L,7169.000000,10,716.900000
KO|BET|D,15360.000000,46,333.913043
15Q|DSM|I,729.000000,1,729.000000
3FQ|OPF|D,38425.000000,29,1325.000000
1YQ|STX|D,605.000000,10,60.500000
G4|BGR|D,92610.000000,69,1342.173913
3FQ|PRC|D,6073.000000,8,759.125000
WS|KOA|I,51944.000000,18,2885.777778
3FQ|CHS|D,550.000000,1,550.000000
27Q|PWM|D,498.000000,2,249.000000
7S|TYE|D,467.000000,6,77.833333
3FQ|LAS|D,31326.000000,25,1253.040000
3FQ|AVL|D,2768.000000,2,1384.000000
3FQ|SLC|D,12757.000000,16,797.312500
5Y|HNL|I,316398.000000,66,4793.909091
U7|TCL|D,2535.000000,3,845.000000
IFQ|GRO|I,4714.000000,1,4714.000000
DL|SLC|A,259042.000000,52,4981.576923
3FQ|AGC|D,237.000000,1,237.000000
DL|BWI|D,160673.000000,241,666.692946
3FQ|PBI|I,1554.000000,3,518.000000
5X|MCI|D,35038.000000,70,500.542857
3FQ|BED|D,7231.000000,6,1205.166667
27Q|MVY|D,5786.000000,7,826.571429
8E|SHH|D,20480.000000,176,116.363636
3FQ|APC|D,2612.000000,2,1306.000000
3FQ|MFD|D,60.000000,1,60.000000
WGT|FAO|I,5579.000000,1,5579.000000
PT|MCI|D,403.000000,1,403.000000
24Q|DUB|I,5098.000000,1,5098.000000
27Q|LAN|D,2153.000000,3,717.666667
PTQ|NCE|I,3996.000000,1,3996.000000
1HQ|FLL|I,101.000000,1,101.000000
AOQ|OLB|I,4168.000000,1,4168.000000
AA|EVV|D,1144.000000,2,572.000000
AOQ|AXA|I,1697.000000,1,1697.000000
SY|SJC|L,4982.000000,4,1245.500000
27Q|ILM|D,992.000000,2,496.000000
8E|WLK|D,12637.000000,152,83.138158
9E|BMI|D,12282.000000,24,511.750000
GFQ|SDQ|I,167.000000,1,167.000000
09Q|LUK|D,3518.000000,7,502.571429
LF|UST|D,956.000000,2,478.000000
AQX|IST|I,5001.000000,1,5001.000000
