CARRIER,ORIGIN,Sum,Count,Mean
04Q,NY1,1911.000000,7,273.000000
04Q,NY4,313.000000,1,313.000000
04Q,NY5,701.000000,6,116.833333
04Q,NY7,2640.000000,13,203.076923
04Q,NY9,298.000000,1,298.000000
04Q,OCE,1410.000000,7,201.428571
04Q,OCF,3827.000000,16,239.187500
04Q,OGS,795.000000,3,265.000000
04Q,ONH,308.000000,2,154.000000
04Q,OPF,17175.000000,66,260.227273
04Q,ORF,1817.000000,8,227.125000
04Q,ORH,104.000000,1,104.000000
04Q,ORL,1614.000000,9,179.333333
04Q,OWD,5332.000000,30,177.733333
04Q,OWK,286.000000,1,286.000000
04Q,OXC,4896.000000,25,195.840000
04Q,OXD,595.000000,1,595.000000
04Q,PA3,431.000000,2,215.500000
04Q,PA5,3169.000000,16,198.062500
04Q,PBG,291.000000,1,291.000000
04Q,PBI,37725.000000,106,355.896226
04Q,PCT,4185.000000,17,246.176471
04Q,PDK,2462.000000,4,615.500000
04Q,PGD,772.000000,3,257.333333
04Q,PHF,1428.000000,2,714.000000
04Q,PHL,9293.000000,36,258.138889
04Q,PIE,6338.000000,16,396.125000
04Q,PIT,2129.000000,7,304.142857
04Q,PLS,2740.000000,5,548.000000
04Q,PNE,4438.000000,23,192.956522
04Q,PNN,815.000000,2,407.500000
04Q,POU,673.000000,5,134.600000
04Q,PPM,239.000000,1,239.000000
04Q,PR1,574.000000,7,82.000000
04Q,PSE,47.000000,1,47.000000
04Q,PSF,2552.000000,16,159.500000
04Q,PSM,2638.000000,15,175.866667
04Q,PTK,625.000000,1,625.000000
04Q,PTP,662.000000,2,331.000000
04Q,PTW,415.000000,2,207.500000
04Q,PUJ,614.000000,4,153.500000
04Q,PVC,2173.000000,14,155.214286
04Q,PVD,10828.000000,39,277.641026
04Q,PVU,1238.000000,1,1238.000000
04Q,PWK,1303.000000,2,651.500000
04Q,PWM,5621.000000,24,234.208333
04Q,PYM,1337.000000,8,167.125000
04Q,QMN,314.000000,2,157.000000
04Q,RDG,668.000000,4,167.000000
04Q,RDU,4994.000000,12,416.166667
04Q,RIC,2585.000000,8,323.125000
04Q,RKD,5978.000000,27,221.407407
04Q,RME,539.000000,3,179.666667
04Q,RNO,1815.000000,1,1815.000000
04Q,ROA,706.000000,2,353.000000
04Q,ROC,4546.000000,18,252.555556
04Q,RSD,1492.000000,4,373.000000
04Q,RSW,1776.000000,11,161.454545
04Q,RUT,1858.000000,10,185.800000
04Q,SAV,3878.000000,9,430.888889
04Q,SBA,1031.000000,2,515.500000
04Q,SBH,8708.000000,44,197.909091
04Q,SBN,656.000000,1,656.000000
04Q,SBY,190.000000,1,190.000000
04Q,SC7,440.000000,1,440.000000
04Q,SCE,4117.000000,20,205.850000
04Q,SCF,2203.000000,1,2203.000000
04Q,SCH,631.000000,4,157.750000
04Q,SDF,1362.000000,2,681.000000
04Q,SDQ,241.000000,1,241.000000
04Q,SEF,67.000000,1,67.000000
04Q,SEG,181.000000,1,181.000000
04Q,SFB,1475.000000,6,245.833333
04Q,SFM,753.000000,2,376.500000
04Q,SHD,2627.000000,6,437.833333
04Q,SIG,2668.000000,18,148.222222
04Q,SJC,2359.000000,1,2359.000000
04Q,SJU,36112.000000,146,247.342466
04Q,SLC,1112.000000,1,1112.000000
04Q,SLK,6249.000000,27,231.444444
04Q,SLU,451.000000,1,451.000000
04Q,SML,1044.000000,2,522.000000
04Q,SNA,6894.000000,3,2298.000000
04Q,SOP,1605.000000,3,535.000000
04Q,SPG,1250.000000,6,208.333333
04Q,SRQ,9154.000000,34,269.235294
04Q,SSI,3850.000000,8,481.250000
04Q,STL,898.000000,1,898.000000
04Q,STT,5074.000000,28,181.214286
04Q,STX,503.000000,5,100.600000
04Q,SUA,7480.000000,28,267.142857
04Q,SUN,2066.000000,1,2066.000000
04Q,SVH,702.000000,1,702.000000
04Q,SWF,3619.000000,19,190.473684
04Q,SXM,3209.000000,12,267.416667
04Q,SXY,188.000000,1,188.000000
04Q,SYR,4787.000000,22,217.590909
04Q,TCB,2742.000000,13,210.923077
04Q,TEB,69598.000000,265,262.633962
04Q,THV,990.000000,1,990.000000
04Q,TIX,190.000000,1,190.000000
04Q,TKF,2297.000000,2,1148.500000
04Q,TLH,1940.000000,9,215.555556
04Q,TMB,2590.000000,13,199.230769
04Q,TN9,786.000000,1,786.000000
04Q,TOL,485.000000,1,485.000000
04Q,TPA,8009.000000,38,210.763158
04Q,TPF,517.000000,4,129.250000
04Q,TTN,5420.000000,15,361.333333
04Q,TVI,309.000000,2,154.500000
04Q,TXX,2127.000000,2,1063.500000
04Q,TYS,700.000000,1,700.000000
04Q,TZN,591.000000,1,591.000000
04Q,UBF,3852.000000,20,192.600000
04Q,UGN,845.000000,1,845.000000
04Q,USA,704.000000,1,704.000000
04Q,UST,3917.000000,8,489.625000
04Q,UVF,466.000000,1,466.000000
04Q,UXO,334.000000,2,167.000000
04Q,VA4,129.000000,1,129.000000
04Q,VA5,400.000000,2,200.000000
04Q,VA8,2384.000000,8,298.000000
04Q,VDI,560.000000,2,280.000000
04Q,VGC,946.000000,4,236.500000
04Q,VIJ,2223.000000,26,85.500000
04Q,VJI,788.000000,2,394.000000
04Q,VNC,1642.000000,9,182.444444
04Q,VNY,5449.000000,3,1816.333333
04Q,VQS,381.000000,3,127.000000
04Q,VRB,3132.000000,10,313.200000
04Q,VSF,169.000000,1,169.000000
04Q,VWK,4272.000000,26,164.307692
04Q,WSH,214.000000,1,214.000000
04Q,WST,960.000000,7,137.142857
04Q,WTD,214.000000,1,214.000000
04Q,WVL,1679.000000,6,279.833333
04Q,WWD,709.000000,4,177.250000
04Q,YCH,604.000000,1,604.000000
04Q,YCL,2063.000000,4,515.750000
04Q,YCM,770.000000,2,385.000000
04Q,YGK,33.000000,1,33.000000
04Q,YHU,677.000000,3,225.666667
04Q,YHZ,603.000000,1,603.000000
04Q,YIP,463.000000,1,463.000000
04Q,YKF,472.000000,1,472.000000
04Q,YMX,94.000000,1,94.000000
04Q,YOW,1139.000000,4,284.750000
04Q,YPS,2352.000000,5,470.400000
04Q,YQA,1173.000000,3,391.000000
04Q,YQB,714.000000,2,357.000000
04Q,YQY,803.000000,1,803.000000
04Q,YTZ,7527.000000,23,327.260870
04Q,YUL,1955.000000,7,279.285714
04Q,YVB,1338.000000,2,669.000000
04Q,YXU,503.000000,1,503.000000
04Q,YYG,641.000000,1,641.000000
04Q,YYZ,3827.000000,12,318.916667
04Q,YZV,727.000000,1,727.000000
04Q,ZBF,446.000000,1,446.000000
04Q,ZBM,208.000000,1,208.000000
04Q,ZSA,392.000000,1,392.000000
04Q,ZXU,2186.000000,17,128.588235
07Q,BNA,6172.000000,9,685.777778
07Q,CTG,2084.000000,1,2084.000000
07Q,CUR,1981.000000,1,1981.000000
07Q,FLL,62207.000000,49,1269.530612
07Q,IAH,1748.000000,1,1748.000000
07Q,JAX,1073.000000,1,1073.000000
07Q,JFK,8765.000000,15,584.333333
07Q,LAS,106351.000000,80,1329.387500
07Q,LAX,22701.000000,21,1081.000000
07Q,LGA,1603.000000,1,1603.000000
07Q,MCO,9746.000000,9,1082.888889
07Q,PHX,26788.000000,21,1275.619048
07Q,PSP,2228.000000,2,1114.000000
07Q,SFB,40038.000000,34,1177.588235
07Q,SFJ,2026.000000,1,2026.000000
07Q,SFO,12800.000000,16,800.000000
07Q,SLC,952.000000,1,952.000000
07Q,YEG,27498.000000,22,1249.909091
07Q,YHU,544.000000,1,544.000000
07Q,YKF,32493.000000,27,1203.444444
07Q,YOW,23886.000000,16,1492.875000
07Q,YQB,1079.000000,1,1079.000000
07Q,YQG,2808.000000,3,936.000000
07Q,YSJ,9935.000000,7,1419.285714
07Q,YUL,17138.000000,13,1318.307692
07Q,YVR,56537.000000,57,991.877193
07Q,YWG,16653.000000,11,1513.909091
07Q,YXU,5922.000000,6,987.000000
07Q,YYC,29930.000000,27,1108.518519
07Q,YYJ,6748.000000,7,964.000000
07Q,YYZ,71451.000000,64,1116.421875
09Q,ABE,1506.000000,1,1506.000000
09Q,ABI,809.000000,2,404.500000
09Q,ABQ,2103.000000,2,1051.500000
09Q,ACT,6669.000000,10,666.900000
09Q,ADW,1419.000000,2,709.500000
09Q,AEX,72720.000000,78,932.307692
09Q,AFW,1045.000000,3,348.333333
09Q,AHN,4592.000000,10,459.200000
09Q,ALB,145.000000,1,145.000000
09Q,ATL,642.000000,2,321.000000
09Q,AUS,15664.000000,24,652.666667
09Q,AZA,177.000000,1,177.000000
09Q,AZO,350.000000,1,350.000000
09Q,BDL,10553.000000,17,620.764706
09Q,BED,9996.000000,16,624.750000
09Q,BFI,16373.000000,11,1488.454545
09Q,BHM,1717.000000,4,429.250000
09Q,BIF,2317.000000,2,1158.500000
09Q,BLV,849.000000,1,849.000000
09Q,BMG,1692.000000,3,564.000000
09Q,BNA,19889.000000,31,641.580645
09Q,BOG,8594.000000,4,2148.500000
09Q,BOI,1953.000000,2,976.500000
09Q,BOS,5313.000000,9,590.333333
09Q,BRO,898.000000,1,898.000000
09Q,BTR,13796.000000,31,445.032258
09Q,BUF,5801.000000,12,483.416667
09Q,BWI,9545.000000,16,596.562500
09Q,BZN,804.000000,1,804.000000
09Q,CAE,3956.000000,8,494.500000
09Q,CEF,739.000000,1,739.000000
09Q,CHO,838.000000,3,279.333333
09Q,CHS,674.000000,1,674.000000
09Q,CID,4016.000000,8,502.000000
09Q,CKB,11442.000000,14,817.285714
09Q,CLL,7041.000000,15,469.400000
09Q,CLT,1891.000000,3,630.333333
09Q,CMH,17956.000000,34,528.117647
09Q,CMI,7959.000000,19,418.894737
09Q,COS,493.000000,1,493.000000
09Q,COU,408.000000,2,204.000000
09Q,CPS,2333.000000,3,777.666667
09Q,CRP,1817.000000,1,1817.000000
09Q,CSG,1756.000000,3,585.333333
09Q,CVG,54355.000000,69,787.753623
09Q,DAB,660.000000,1,660.000000
09Q,DAL,9929.000000,14,709.214286
09Q,DAY,5678.000000,11,516.181818
09Q,DEN,16051.000000,17,944.176471
09Q,DFW,1153.000000,2,576.500000
09Q,DHN,953.000000,2,476.500000
09Q,DSM,3128.000000,5,625.600000
09Q,DTW,8863.000000,13,681.769231
09Q,ELP,23495.000000,30,783.166667
09Q,EUG,1364.000000,1,1364.000000
09Q,EWR,16985.000000,30,566.166667
09Q,FLL,6282.000000,8,785.250000
09Q,FNL,1099.000000,1,1099.000000
09Q,FOE,1937.000000,5,387.400000
09Q,FRG,12065.000000,17,709.705882
09Q,FSD,1344.000000,2,672.000000
09Q,FTW,2268.000000,3,756.000000
09Q,FYV,853.000000,2,426.500000
09Q,GDL,690.000000,1,690.000000
09Q,GEG,3422.000000,3,1140.666667
09Q,GFK,721.000000,1,721.000000
09Q,GNV,2530.000000,4,632.500000
09Q,GRK,1325.000000,1,1325.000000
09Q,GSO,21921.000000,29,755.896552
09Q,GSP,2158.000000,4,539.500000
09Q,GTR,2098.000000,5,419.600000
09Q,GUA,10371.000000,9,1152.333333
09Q,GYE,7347.000000,3,2449.000000
09Q,HOU,1278.000000,4,319.500000
09Q,HPN,2380.000000,4,595.000000
09Q,HRL,24056.000000,25,962.240000
09Q,IAD,10246.000000,18,569.222222
09Q,IAH,1255.000000,6,209.166667
09Q,ICT,1732.000000,2,866.000000
09Q,IND,7505.000000,13,577.307692
09Q,INS,620.000000,1,620.000000
09Q,INT,335.000000,1,335.000000
09Q,KIN,5582.000000,4,1395.500000
09Q,LAN,3305.000000,8,413.125000
09Q,LAS,10937.000000,9,1215.222222
09Q,LAX,24937.000000,23,1084.217391
09Q,LBB,8395.000000,15,559.666667
09Q,LFI,1744.000000,1,1744.000000
09Q,LGB,3770.000000,2,1885.000000
09Q,LGU,490.000000,1,490.000000
09Q,LIM,9453.000000,3,3151.000000
09Q,LNK,3405.000000,4,851.250000
09Q,LRD,18311.000000,22,832.318182
09Q,LUK,3518.000000,7,502.571429
09Q,MCF,197.000000,1,197.000000
09Q,MCN,466.000000,1,466.000000
09Q,MCO,3161.000000,3,1053.666667
09Q,MDT,3689.000000,3,1229.666667
09Q,MDW,5524.000000,12,460.333333
09Q,MEI,914.000000,2,457.000000
09Q,MEM,6901.000000,13,530.846154
09Q,MFE,8844.000000,10,884.400000
09Q,MGA,4143.000000,3,1381.000000
09Q,MHK,1831.000000,3,610.333333
09Q,MIA,8124.000000,9,902.666667
09Q,MID,940.000000,1,940.000000
09Q,MKC,6858.000000,10,685.800000
09Q,MKE,5164.000000,12,430.333333
09Q,MLB,1833.000000,2,916.500000
09Q,MLM,2744.000000,4,686.000000
09Q,MLU,671.000000,1,671.000000
09Q,MQT,1072.000000,1,1072.000000
09Q,MQY,825.000000,1,825.000000
09Q,MSN,2542.000000,5,508.400000
09Q,MSP,11125.000000,15,741.666667
09Q,MSY,1128.000000,4,282.000000
09Q,NLU,1350.000000,2,675.000000
09Q,NQX,1021.000000,1,1021.000000
09Q,NZY,1518.000000,2,759.000000
09Q,OAK,1539.000000,1,1539.000000
09Q,OFF,1773.000000,2,886.500000
09Q,OKC,6937.000000,10,693.700000
09Q,OMA,5995.000000,9,666.111111
09Q,ONT,4422.000000,2,2211.000000
09Q,ORD,15133.000000,19,796.473684
09Q,ORF,1598.000000,2,799.000000
09Q,PHL,12153.000000,24,506.375000
09Q,PHX,24537.000000,24,1022.375000
09Q,PIA,1588.000000,2,794.000000
09Q,PIE,782.000000,1,782.000000
09Q,PIT,15471.000000,28,552.535714
09Q,PTY,4178.000000,2,2089.000000
09Q,PVD,3484.000000,5,696.800000
09Q,PVU,1950.000000,2,975.000000
09Q,QRO,1831.000000,2,915.500000
09Q,RDU,23047.000000,40,576.175000
09Q,RIC,9201.000000,22,418.227273
09Q,RNO,2585.000000,5,517.000000
09Q,ROA,1722.000000,3,574.000000
09Q,ROC,5060.000000,12,421.666667
09Q,SAL,6275.000000,5,1255.000000
09Q,SAN,13994.000000,13,1076.461538
09Q,SAP,10467.000000,9,1163.000000
09Q,SAT,42185.000000,66,639.166667
09Q,SBN,1161.000000,2,580.500000
09Q,SCE,6767.000000,14,483.357143
09Q,SDF,5779.000000,12,481.583333
09Q,SDQ,1696.000000,2,848.000000
09Q,SFB,3632.000000,5,726.400000
09Q,SHV,108.000000,1,108.000000
09Q,SJC,6363.000000,8,795.375000
09Q,SJU,2090.000000,2,1045.000000
09Q,SKF,937.000000,2,468.500000
09Q,SLC,2922.000000,2,1461.000000
09Q,SLN,9437.000000,9,1048.555556
09Q,STL,19637.000000,27,727.296296
09Q,SWO,4583.000000,9,509.222222
09Q,SYR,2984.000000,5,596.800000
09Q,TCL,5618.000000,14,401.285714
09Q,TCM,1890.000000,1,1890.000000
09Q,TLH,1728.000000,4,432.000000
09Q,TPA,5738.000000,7,819.714286
09Q,TUL,1598.000000,4,399.500000
09Q,TUP,1396.000000,3,465.333333
09Q,TUS,15807.000000,22,718.500000
09Q,TYS,7006.000000,15,467.066667
09Q,USA,866.000000,2,433.000000
09Q,XNA,10102.000000,19,531.684211
09Q,YEG,3277.000000,2,1638.500000
09Q,YHU,2889.000000,5,577.800000
09Q,YIP,4364.000000,9,484.888889
09Q,YOW,5524.000000,10,552.400000
09Q,YUM,7342.000000,7,1048.857143
09Q,YVR,2537.000000,6,422.833333
09Q,YWG,4612.000000,5,922.400000
09Q,YYC,1385.000000,1,1385.000000
09Q,YYZ,4601.000000,8,575.125000
0BQ,FMM,5861.000000,1,5861.000000
0BQ,FRA,5699.000000,1,5699.000000
0BQ,HAM,5536.000000,1,5536.000000
0BQ,IAD,976.000000,1,976.000000
0BQ,SEA,696.000000,1,696.000000
0BQ,SFO,11482.000000,2,5741.000000
0BQ,SJC,11588.000000,2,5794.000000
0BQ,STR,9351.000000,2,4675.500000
0CQ,ACK,392.000000,4,98.000000
0CQ,ANC,2797.000000,1,2797.000000
0CQ,BED,16850.000000,12,1404.166667
0CQ,BFI,5103.000000,1,5103.000000
0CQ,BGR,560.000000,1,560.000000
0CQ,BOS,26852.000000,16,1678.250000
0CQ,BWI,85.000000,1,85.000000
0CQ,CBG,3464.000000,1,3464.000000
0CQ,CPH,3675.000000,1,3675.000000
0CQ,CXI,3771.000000,1,3771.000000
0CQ,DUB,2804.000000,1,2804.000000
0CQ,EWR,393.000000,2,196.500000
0CQ,FAB,3456.000000,1,3456.000000
0CQ,FKB,4098.000000,1,4098.000000
0CQ,FRA,20849.000000,4,5212.250000
0CQ,IAD,4425.000000,2,2212.500000
0CQ,JFK,187.000000,1,187.000000
0CQ,JNU,5290.000000,1,5290.000000
0CQ,LAS,5713.000000,1,5713.000000
0CQ,LUX,3774.000000,1,3774.000000
0CQ,MDW,1746.000000,1,1746.000000
0CQ,MIA,3774.000000,3,1258.000000
0CQ,MUC,3859.000000,1,3859.000000
0CQ,NWI,4478.000000,1,4478.000000
0CQ,OGG,100.000000,1,100.000000
0CQ,OPF,2582.000000,1,2582.000000
0CQ,SBY,4044.000000,1,4044.000000
0CQ,SCL,26088.000000,5,5217.600000
0CQ,SFO,30.000000,1,30.000000
0CQ,SJC,14517.000000,3,4839.000000
0CQ,TEB,9039.000000,2,4519.500000
0CQ,VNY,6267.000000,2,3133.500000
0CQ,YVR,2493.000000,1,2493.000000
0CQ,YYZ,446.000000,1,446.000000
0CQ,ZAG,8246.000000,2,4123.000000
0CQ,ZRH,5713.000000,1,5713.000000
0J,BGR,3097.000000,1,3097.000000
0J,BOG,1506.000000,1,1506.000000
0J,BTL,2866.000000,1,2866.000000
0J,FLL,4864.000000,1,4864.000000
0J,IAD,8316.000000,2,4158.000000
0J,KEF,9602.000000,4,2400.500000
0J,LTN,4404.000000,1,4404.000000
0J,MIA,9310.000000,2,4655.000000
0J,TEB,8444.000000,4,2111.000000
0J,YYR,2142.000000,2,1071.000000
0J,YYT,2141.000000,1,2141.000000
0J,YYZ,346.000000,1,346.000000
0J,ZRH,12976.000000,3,4325.333333
0Q,AGS,942.000000,1,942.000000
0Q,AMS,5578.000000,1,5578.000000
0Q,ANR,6719.000000,2,3359.500000
0Q,BDL,1629.000000,1,1629.000000
0Q,BGR,8570.000000,4,2142.500000
0Q,BQH,7595.000000,2,3797.500000
0Q,BRU,7340.000000,2,3670.000000
0Q,BWI,90.000000,1,90.000000
0Q,EAU,1712.000000,2,856.000000
0Q,FAB,3070.000000,1,3070.000000
0Q,GSO,8234.000000,2,4117.000000
0Q,GSP,630.000000,1,630.000000
0Q,HOU,4446.000000,1,4446.000000
0Q,IAD,5217.000000,2,2608.500000
0Q,LAX,11156.000000,2,5578.000000
0Q,LBG,7268.000000,2,3634.000000
0Q,MDW,746.000000,1,746.000000
0Q,NCE,9078.000000,2,4539.000000
0Q,OPF,6318.000000,6,1053.000000
0Q,ORD,9.000000,1,9.000000
0Q,ORL,193.000000,1,193.000000
0Q,PBM,2702.000000,1,2702.000000
0Q,PDK,407.000000,1,407.000000
0Q,PHL,1097.000000,2,548.500000
0Q,PSA,4358.000000,1,4358.000000
0Q,PSM,1035.000000,1,1035.000000
0Q,PWK,2341.000000,2,1170.500000
0Q,RBA,3851.000000,1,3851.000000
0Q,RDU,205.000000,1,205.000000
0Q,TEB,15984.000000,7,2283.428571
0Q,YQX,2107.000000,1,2107.000000
0QQ,CEG,3318.000000,1,3318.000000
0QQ,TEB,3318.000000,1,3318.000000
0UQ,BGR,5195.000000,2,2597.500000
0UQ,BKL,3922.000000,1,3922.000000
0UQ,BOS,3260.000000,1,3260.000000
0UQ,BRU,5530.000000,1,5530.000000
0UQ,EWR,6817.000000,3,2272.333333
0UQ,GVA,18768.000000,4,4692.000000
0UQ,HPN,670.000000,1,670.000000
0UQ,HSH,1750.000000,1,1750.000000
0UQ,IAD,212.000000,1,212.000000
0UQ,IAH,4466.000000,1,4466.000000
0UQ,ICN,5995.000000,1,5995.000000
0UQ,IND,3630.000000,1,3630.000000
0UQ,LAX,4482.000000,2,2241.000000
0UQ,LBG,3645.000000,1,3645.000000
0UQ,LTN,3449.000000,1,3449.000000
0UQ,OAK,5863.000000,1,5863.000000
0UQ,OPO,3960.000000,1,3960.000000
0UQ,PRG,15402.000000,3,5134.000000
0UQ,PTK,4083.000000,1,4083.000000
0UQ,SAV,18729.000000,5,3745.800000
0UQ,SKB,2234.000000,1,2234.000000
0UQ,SNN,13276.000000,4,3319.000000
0UQ,TEB,190.000000,1,190.000000
0UQ,TLS,9033.000000,2,4516.500000
10Q,BGR,7189.000000,2,3594.500000
10Q,FLG,7502.000000,2,3751.000000
10Q,KEF,6277.000000,2,3138.500000
10Q,LAS,2239.000000,1,2239.000000
10Q,MCO,1655.000000,2,827.500000
10Q,MEM,1304.000000,1,1304.000000
10Q,MIA,1046.000000,1,1046.000000
10Q,OPF,3297.000000,1,3297.000000
10Q,RFD,4552.000000,1,4552.000000
10Q,RST,3679.000000,1,3679.000000
10Q,SAT,2039.000000,1,2039.000000
12Q,ATL,4579.000000,1,4579.000000
12Q,BOS,6890.000000,2,3445.000000
12Q,GVA,4623.000000,1,4623.000000
12Q,IAD,8210.000000,2,4105.000000
12Q,LBG,18534.000000,5,3706.800000
12Q,NCE,3996.000000,1,3996.000000
12Q,TEB,7268.000000,2,3634.000000
12Q,VIE,4464.000000,1,4464.000000
13Q,ACK,4247.000000,5,849.400000
13Q,ACY,2169.000000,4,542.250000
13Q,ALB,983.000000,4,245.750000
13Q,APA,5372.000000,5,1074.400000
13Q,APC,4644.000000,3,1548.000000
13Q,APF,32785.000000,40,819.625000
13Q,ART,358.000000,1,358.000000
13Q,ASE,1440.000000,1,1440.000000
13Q,ATL,1478.000000,2,739.000000
13Q,ATW,633.000000,2,316.500000
13Q,AUS,2336.000000,2,1168.000000
13Q,AVL,1003.000000,2,501.500000
13Q,AVP,257.000000,1,257.000000
13Q,BCT,16927.000000,17,995.705882
13Q,BDA,4695.000000,3,1565.000000
13Q,BDL,995.000000,3,331.666667
13Q,BED,4221.000000,9,469.000000
13Q,BFI,9761.000000,6,1626.833333
13Q,BFM,2024.000000,2,1012.000000
13Q,BGR,1335.000000,3,445.000000
13Q,BLM,372.000000,1,372.000000
13Q,BMG,479.000000,1,479.000000
13Q,BMI,485.000000,1,485.000000
13Q,BNA,1888.000000,3,629.333333
