CARRIER|ORIGIN,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
04Q|RNO,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|ROA,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|ROC,60.000000,18,3.333333,152.000000,18,8.444444,19.000000,18,1.055556
04Q|RSD,13.000000,3,4.333333,24.000000,3,8.000000,3.000000,3,1.000000
04Q|RSW,26.000000,11,2.363636,88.000000,11,8.000000,11.000000,11,1.000000
04Q|RUT,21.000000,10,2.100000,80.000000,10,8.000000,10.000000,10,1.000000
04Q|SAV,34.000000,9,3.777778,72.000000,9,8.000000,9.000000,9,1.000000
04Q|SBA,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|SBH,84.000000,17,4.941176,176.000000,17,10.352941,22.000000,17,1.294118
04Q|SBN,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SBY,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SC7,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SCE,92.000000,17,5.411765,144.000000,17,8.470588,18.000000,17,1.058824
04Q|SCF,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SCH,6.000000,4,1.500000,32.000000,4,8.000000,4.000000,4,1.000000
04Q|SDF,5.000000,2,2.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|SDQ,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SEF,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SEG,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SFB,28.000000,6,4.666667,48.000000,6,8.000000,6.000000,6,1.000000
04Q|SFM,3.000000,2,1.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|SHD,13.000000,6,2.166667,48.000000,6,8.000000,6.000000,6,1.000000
04Q|SIG,81.000000,16,5.062500,136.000000,16,8.500000,17.000000,16,1.062500
04Q|SJC,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SJU,379.000000,80,4.737500,728.000000,80,9.100000,91.000000,80,1.137500
04Q|SLC,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SLK,139.000000,27,5.148148,248.000000,27,9.185185,31.000000,27,1.148148
04Q|SLU,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SML,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|SNA,11.000000,3,3.666667,24.000000,3,8.000000,3.000000,3,1.000000
04Q|SOP,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|SPG,32.000000,6,5.333333,48.000000,6,8.000000,6.000000,6,1.000000
04Q|SRQ,108.000000,34,3.176471,296.000000,34,8.705882,37.000000,34,1.088235
04Q|SSI,33.000000,8,4.125000,64.000000,8,8.000000,8.000000,8,1.000000
04Q|STL,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|STT,102.000000,23,4.434783,208.000000,23,9.043478,26.000000,23,1.130435
04Q|STX,8.000000,4,2.000000,32.000000,4,8.000000,4.000000,4,1.000000
04Q|SUA,107.000000,27,3.962963,240.000000,27,8.888889,30.000000,27,1.111111
04Q|SUN,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SVH,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SWF,61.000000,18,3.388889,152.000000,18,8.444444,19.000000,18,1.055556
04Q|SXM,44.000000,11,4.000000,96.000000,11,8.727273,12.000000,11,1.090909
04Q|SXY,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|SYR,78.000000,22,3.545455,184.000000,22,8.363636,23.000000,22,1.045455
04Q|TCB,70.000000,13,5.384615,104.000000,13,8.000000,13.000000,13,1.000000
04Q|TEB,841.000000,234,3.594017,2560.000000,234,10.940171,320.000000,234,1.367521
04Q|THV,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|TIX,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|TKF,5.000000,2,2.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|TLH,29.000000,9,3.222222,72.000000,9,8.000000,9.000000,9,1.000000
04Q|TMB,44.000000,11,4.000000,88.000000,11,8.000000,11.000000,11,1.000000
04Q|TN9,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|TOL,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|TPA,158.000000,37,4.270270,328.000000,37,8.864865,41.000000,37,1.108108
04Q|TPF,6.000000,3,2.000000,24.000000,3,8.000000,3.000000,3,1.000000
04Q|TTN,44.000000,15,2.933333,136.000000,15,9.066667,17.000000,15,1.133333
04Q|TVI,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|TXX,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|TYS,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|TZN,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|UBF,99.000000,19,5.210526,336.000000,19,17.684211,42.000000,19,2.210526
04Q|UGN,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|USA,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|UST,36.000000,8,4.500000,64.000000,8,8.000000,8.000000,8,1.000000
04Q|UVF,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|UXO,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|VA4,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|VA5,5.000000,2,2.500000,24.000000,2,12.000000,3.000000,2,1.500000
04Q|VA8,23.000000,8,2.875000,72.000000,8,9.000000,9.000000,8,1.125000
04Q|VDI,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|VGC,15.000000,4,3.750000,32.000000,4,8.000000,4.000000,4,1.000000
04Q|VIJ,64.000000,11,5.818182,128.000000,11,11.636364,16.000000,11,1.454545
04Q|VJI,15.000000,2,7.500000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|VNC,28.000000,9,3.111111,80.000000,9,8.888889,10.000000,9,1.111111
04Q|VNY,17.000000,3,5.666667,24.000000,3,8.000000,3.000000,3,1.000000
04Q|VQS,11.000000,3,3.666667,24.000000,3,8.000000,3.000000,3,1.000000
04Q|VRB,33.000000,10,3.300000,88.000000,10,8.800000,11.000000,10,1.100000
04Q|VSF,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|VWK,105.000000,25,4.200000,208.000000,25,8.320000,26.000000,25,1.040000
04Q|WSH,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|WST,20.000000,7,2.857143,56.000000,7,8.000000,7.000000,7,1.000000
04Q|WVL,23.000000,5,4.600000,64.000000,5,12.800000,8.000000,5,1.600000
04Q|WWD,11.000000,4,2.750000,32.000000,4,8.000000,4.000000,4,1.000000
04Q|YCH,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YCL,19.000000,4,4.750000,40.000000,4,10.000000,5.000000,4,1.250000
04Q|YCM,14.000000,2,7.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|YGK,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YHU,13.000000,3,4.333333,24.000000,3,8.000000,3.000000,3,1.000000
04Q|YHZ,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YIP,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YKF,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YMX,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YOW,14.000000,4,3.500000,32.000000,4,8.000000,4.000000,4,1.000000
04Q|YPS,22.000000,5,4.400000,40.000000,5,8.000000,5.000000,5,1.000000
04Q|YQA,4.000000,3,1.333333,24.000000,3,8.000000,3.000000,3,1.000000
04Q|YQB,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|YQY,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YTZ,79.000000,23,3.434783,216.000000,23,9.391304,27.000000,23,1.173913
04Q|YUL,34.000000,7,4.857143,56.000000,7,8.000000,7.000000,7,1.000000
04Q|YVB,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
04Q|YXU,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YYG,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|YYZ,35.000000,12,2.916667,96.000000,12,8.000000,12.000000,12,1.000000
04Q|YZV,4.000000,1,4.000000,16.000000,1,16.000000,2.000000,1,2.000000
04Q|ZBF,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|ZBM,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|ZSA,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
04Q|ZXU,41.000000,17,2.411765,152.000000,17,8.941176,19.000000,17,1.117647
09Q|AEX,1.000000,1,1.000000,170.000000,1,170.000000,1.000000,1,1.000000
09Q|AUS,1.000000,1,1.000000,1.000000,1,1.000000,20.000000,1,20.000000
09Q|BED,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
09Q|BNA,2.000000,2,1.000000,300.000000,2,150.000000,2.000000,2,1.000000
09Q|BTR,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
09Q|BWI,1.000000,1,1.000000,1.000000,1,1.000000,14.000000,1,14.000000
09Q|CID,4.000000,1,4.000000,149.000000,1,149.000000,1.000000,1,1.000000
09Q|CVG,23.000000,10,2.300000,23.000000,10,2.300000,156.000000,10,15.600000
09Q|ELP,16.000000,2,8.000000,897.000000,2,448.500000,6.000000,2,3.000000
09Q|EWR,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
09Q|FRG,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
09Q|GSO,3.000000,2,1.500000,1044.000000,2,522.000000,7.000000,2,3.500000
09Q|HRL,2.000000,2,1.000000,2.000000,2,1.000000,8.000000,2,4.000000
09Q|IND,1.000000,1,1.000000,149.000000,1,149.000000,1.000000,1,1.000000
09Q|LAX,14.000000,4,3.500000,183.000000,4,45.750000,65.000000,4,16.250000
09Q|LNK,1.000000,1,1.000000,170.000000,1,170.000000,1.000000,1,1.000000
09Q|LRD,18.000000,5,3.600000,453.000000,5,90.600000,44.000000,5,8.800000
09Q|MFE,22.000000,3,7.333333,1045.000000,3,348.333333,7.000000,3,2.333333
09Q|MKE,2.000000,1,2.000000,2.000000,1,2.000000,10.000000,1,10.000000
09Q|ONT,2.000000,1,2.000000,1937.000000,1,1937.000000,13.000000,1,13.000000
09Q|ORD,2.000000,1,2.000000,170.000000,1,170.000000,1.000000,1,1.000000
09Q|PHL,4.000000,2,2.000000,4.000000,2,2.000000,39.000000,2,19.500000
09Q|PHX,10.000000,4,2.500000,10.000000,4,2.500000,90.000000,4,22.500000
09Q|RIC,2.000000,2,1.000000,2.000000,2,1.000000,17.000000,2,8.500000
09Q|RNO,2.000000,1,2.000000,2.000000,1,2.000000,21.000000,1,21.000000
09Q|ROC,3.000000,2,1.500000,3.000000,2,1.500000,19.000000,2,9.500000
09Q|SAN,4.000000,1,4.000000,4.000000,1,4.000000,21.000000,1,21.000000
09Q|SAT,4.000000,2,2.000000,4.000000,2,2.000000,23.000000,2,11.500000
09Q|SLN,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
09Q|STL,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000
09Q|TPA,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
0BQ|FMM,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
0BQ|FRA,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
0BQ|HAM,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
0BQ|IAD,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
0BQ|SEA,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
0BQ|SFO,5.000000,2,2.500000,26.000000,2,13.000000,2.000000,2,1.000000
0BQ|SJC,6.000000,2,3.000000,26.000000,2,13.000000,2.000000,2,1.000000
0BQ|STR,5.000000,2,2.500000,26.000000,2,13.000000,2.000000,2,1.000000
0CQ|ACK,9.000000,4,2.250000,56.000000,4,14.000000,5.000000,4,1.250000
0CQ|ANC,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|BED,8.000000,4,2.000000,56.000000,4,14.000000,4.000000,4,1.000000
0CQ|BFI,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|BGR,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|BOS,24.000000,13,1.846154,196.000000,13,15.076923,16.000000,13,1.230769
0CQ|BWI,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|CBG,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|CPH,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|CXI,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|DUB,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|EWR,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|FAB,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|FKB,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|FRA,21.000000,4,5.250000,56.000000,4,14.000000,4.000000,4,1.000000
0CQ|IAD,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|JFK,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|JNU,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|LAS,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|LUX,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|MDW,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|MIA,2.000000,2,1.000000,28.000000,2,14.000000,2.000000,2,1.000000
0CQ|MUC,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|NWI,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|OPF,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|SCL,10.000000,4,2.500000,56.000000,4,14.000000,4.000000,4,1.000000
0CQ|SJC,8.000000,3,2.666667,42.000000,3,14.000000,3.000000,3,1.000000
0CQ|TEB,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
0CQ|VNY,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
0CQ|YVR,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|YYZ,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0CQ|ZAG,3.000000,2,1.500000,28.000000,2,14.000000,2.000000,2,1.000000
0CQ|ZRH,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0J|BGR,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
0J|BOG,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
0J|FLL,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
0J|IAD,3.000000,2,1.500000,25.000000,2,12.500000,2.000000,2,1.000000
0J|KEF,7.000000,3,2.333333,30.000000,3,10.000000,3.000000,3,1.000000
0J|LTN,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
0J|MIA,5.000000,2,2.500000,32.000000,2,16.000000,2.000000,2,1.000000
0J|TEB,12.000000,3,4.000000,51.000000,3,17.000000,4.000000,3,1.333333
0J|YYR,8.000000,2,4.000000,18.000000,2,9.000000,2.000000,2,1.000000
0J|YYT,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
0J|ZRH,6.000000,3,2.000000,46.000000,3,15.333333,3.000000,3,1.000000
0QQ|CEG,3.000000,1,3.000000,9.000000,1,9.000000,1.000000,1,1.000000
0QQ|TEB,3.000000,1,3.000000,9.000000,1,9.000000,1.000000,1,1.000000
0Q|AGS,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
0Q|AMS,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|ANR,12.000000,2,6.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|BDL,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|BGR,20.000000,4,5.000000,44.000000,4,11.000000,4.000000,4,1.000000
0Q|BQH,8.000000,2,4.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|BRU,2.000000,2,1.000000,25.000000,2,12.500000,2.000000,2,1.000000
0Q|BWI,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|EAU,12.000000,2,6.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|FAB,6.000000,1,6.000000,10.000000,1,10.000000,1.000000,1,1.000000
0Q|GSO,12.000000,2,6.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|HOU,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|IAD,9.000000,2,4.500000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|LAX,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|LBG,9.000000,2,4.500000,42.000000,2,21.000000,3.000000,2,1.500000
0Q|MDW,7.000000,1,7.000000,10.000000,1,10.000000,1.000000,1,1.000000
0Q|NCE,4.000000,2,2.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|OPF,28.000000,6,4.666667,76.000000,6,12.666667,6.000000,6,1.000000
0Q|ORL,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|PBM,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|PDK,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|PHL,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|PSA,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|PSM,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|PWK,4.000000,2,2.000000,28.000000,2,14.000000,2.000000,2,1.000000
0Q|RBA,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|RDU,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
0Q|TEB,19.000000,7,2.714286,109.000000,7,15.571429,8.000000,7,1.142857
0Q|YQX,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
0UQ|BGR,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
0UQ|BKL,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
0UQ|BOS,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
0UQ|BRU,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
0UQ|EWR,11.000000,2,5.500000,29.000000,2,14.500000,2.000000,2,1.000000
0UQ|GVA,6.000000,2,3.000000,33.000000,2,16.500000,2.000000,2,1.000000
0UQ|HPN,2.000000,1,2.000000,18.000000,1,18.000000,1.000000,1,1.000000
0UQ|HSH,5.000000,1,5.000000,16.000000,1,16.000000,1.000000,1,1.000000
0UQ|IAD,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
0UQ|ICN,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
0UQ|LAX,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
0UQ|LTN,4.000000,1,4.000000,11.000000,1,11.000000,1.000000,1,1.000000
0UQ|OAK,5.000000,1,5.000000,15.000000,1,15.000000,1.000000,1,1.000000
0UQ|PRG,3.000000,2,1.500000,26.000000,2,13.000000,2.000000,2,1.000000
0UQ|PTK,5.000000,1,5.000000,16.000000,1,16.000000,1.000000,1,1.000000
0UQ|SAV,12.000000,3,4.000000,45.000000,3,15.000000,3.000000,3,1.000000
0UQ|SNN,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
0UQ|TEB,4.000000,1,4.000000,11.000000,1,11.000000,1.000000,1,1.000000
0UQ|TLS,6.000000,2,3.000000,32.000000,2,16.000000,2.000000,2,1.000000
10Q|BGR,2.000000,2,1.000000,22.000000,2,11.000000,2.000000,2,1.000000
10Q|FLG,2.000000,2,1.000000,22.000000,2,11.000000,2.000000,2,1.000000
10Q|KEF,8.000000,2,4.000000,22.000000,2,11.000000,2.000000,2,1.000000
10Q|LAS,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
10Q|MCO,3.000000,2,1.500000,22.000000,2,11.000000,2.000000,2,1.000000
10Q|MEM,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
10Q|MIA,1.000000,1,1.000000,11.000000,1,11.000000,1.000000,1,1.000000
10Q|OPF,3.000000,1,3.000000,11.000000,1,11.000000,1.000000,1,1.000000
10Q|RFD,1.000000,1,1.000000,11.000000,1,11.000000,1.000000,1,1.000000
10Q|RST,6.000000,1,6.000000,22.000000,1,22.000000,2.000000,1,2.000000
10Q|SAT,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
12Q|ATL,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
12Q|BOS,3.000000,2,1.500000,28.000000,2,14.000000,2.000000,2,1.000000
12Q|GVA,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
12Q|IAD,2.000000,2,1.000000,28.000000,2,14.000000,2.000000,2,1.000000
12Q|LBG,5.000000,5,1.000000,70.000000,5,14.000000,5.000000,5,1.000000
12Q|NCE,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
12Q|TEB,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
12Q|VIE,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
13Q|ACK,19.000000,4,4.750000,34.000000,4,8.500000,4.000000,4,1.000000
13Q|ACY,18.000000,3,6.000000,26.000000,3,8.666667,3.000000,3,1.000000
13Q|ALB,19.000000,4,4.750000,32.000000,4,8.000000,6.000000,4,1.500000
13Q|APA,19.000000,5,3.800000,51.000000,5,10.200000,12.000000,5,2.400000
13Q|APC,14.000000,2,7.000000,16.000000,2,8.000000,3.000000,2,1.500000
13Q|APF,131.000000,28,4.678571,369.000000,28,13.178571,55.000000,28,1.964286
13Q|ART,6.000000,1,6.000000,10.000000,1,10.000000,1.000000,1,1.000000
13Q|ASE,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
13Q|ATL,7.000000,2,3.500000,16.000000,2,8.000000,4.000000,2,2.000000
13Q|ATW,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
13Q|AUS,3.000000,2,1.500000,16.000000,2,8.000000,2.000000,2,1.000000
13Q|AVL,3.000000,2,1.500000,18.000000,2,9.000000,8.000000,2,4.000000
13Q|AVP,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
13Q|BCT,64.000000,12,5.333333,122.000000,12,10.166667,22.000000,12,1.833333
13Q|BDA,16.000000,2,8.000000,22.000000,2,11.000000,2.000000,2,1.000000
13Q|BDL,7.000000,3,2.333333,24.000000,3,8.000000,3.000000,3,1.000000
13Q|BED,44.000000,9,4.888889,109.000000,9,12.111111,18.000000,9,2.000000
13Q|BFI,35.000000,5,7.000000,46.000000,5,9.200000,5.000000,5,1.000000
13Q|BFM,3.000000,1,3.000000,8.000000,1,8.000000,5.000000,1,5.000000
13Q|BGR,6.000000,2,3.000000,18.000000,2,9.000000,7.000000,2,3.500000
13Q|BLM,5.000000,1,5.000000,7.000000,1,7.000000,1.000000,1,1.000000
13Q|BMG,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
13Q|BMI,4.000000,1,4.000000,5.000000,1,5.000000,1.000000,1,1.000000
13Q|BNA,24.000000,3,8.000000,34.000000,3,11.333333,4.000000,3,1.333333
13Q|BOI,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
13Q|BOS,77.000000,14,5.500000,127.000000,14,9.071429,16.000000,14,1.142857
13Q|BRS,4.000000,1,4.000000,10.000000,1,10.000000,6.000000,1,6.000000
13Q|BTR,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
13Q|BTV,14.000000,2,7.000000,18.000000,2,9.000000,2.000000,2,1.000000
13Q|BUF,44.000000,11,4.000000,87.000000,11,7.909091,27.000000,11,2.454545
13Q|BVX,5.000000,1,5.000000,9.000000,1,9.000000,4.000000,1,4.000000
13Q|BWI,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
13Q|CAE,9.000000,2,4.500000,14.000000,2,7.000000,7.000000,2,3.500000
13Q|CHS,8.000000,2,4.000000,15.000000,2,7.500000,2.000000,2,1.000000
13Q|CLE,55.000000,10,5.500000,138.000000,10,13.800000,62.000000,10,6.200000
13Q|CLT,21.000000,4,5.250000,37.000000,4,9.250000,6.000000,4,1.500000
13Q|CMH,15.000000,4,3.750000,43.000000,4,10.750000,9.000000,4,2.250000
13Q|COS,20.000000,3,6.666667,30.000000,3,10.000000,3.000000,3,1.000000
13Q|CRP,9.000000,1,9.000000,30.000000,1,30.000000,1.000000,1,1.000000
13Q|CSL,9.000000,1,9.000000,10.000000,1,10.000000,1.000000,1,1.000000
13Q|CUN,4.000000,1,4.000000,20.000000,1,20.000000,2.000000,1,2.000000
13Q|CVG,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
13Q|DAL,9.000000,1,9.000000,9.000000,1,9.000000,1.000000,1,1.000000
13Q|DEN,10.000000,3,3.333333,27.000000,3,9.000000,3.000000,3,1.000000
13Q|DET,13.000000,3,4.333333,25.000000,3,8.333333,3.000000,3,1.000000
13Q|DFW,9.000000,2,4.500000,17.000000,2,8.500000,2.000000,2,1.000000
13Q|DLH,3.000000,1,3.000000,8.000000,1,8.000000,5.000000,1,5.000000
13Q|DTW,12.000000,3,4.000000,20.000000,3,6.666667,7.000000,3,2.333333
13Q|EGE,4.000000,1,4.000000,16.000000,1,16.000000,2.000000,1,2.000000
13Q|ELH,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
13Q|ERI,14.000000,2,7.000000,18.000000,2,9.000000,5.000000,2,2.500000
13Q|ESN,2.000000,1,2.000000,5.000000,1,5.000000,1.000000,1,1.000000
13Q|EWR,5.000000,2,2.500000,20.000000,2,10.000000,9.000000,2,4.500000
13Q|FAR,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
