CARRIER|ORIGIN|REGION,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
1HQ|OPF|I,10.000000,2,5.000000,32.000000,2,16.000000,2.000000,2,1.000000
1HQ|OPO|I,4.000000,1,4.000000,16.000000,1,16.000000,1.000000,1,1.000000
1HQ|OSL|I,11.000000,1,11.000000,16.000000,1,16.000000,1.000000,1,1.000000
1HQ|PBI|I,4.000000,3,1.333333,34.000000,3,11.333333,3.000000,3,1.000000
1HQ|PHX|I,6.000000,1,6.000000,16.000000,1,16.000000,1.000000,1,1.000000
1HQ|PIE|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
1HQ|PRG|I,12.000000,2,6.000000,32.000000,2,16.000000,2.000000,2,1.000000
1HQ|PSA|I,4.000000,1,4.000000,16.000000,1,16.000000,1.000000,1,1.000000
1HQ|SCL|I,9.000000,1,9.000000,16.000000,1,16.000000,1.000000,1,1.000000
1HQ|STR|I,2.000000,1,2.000000,18.000000,1,18.000000,1.000000,1,1.000000
1HQ|TEB|I,31.000000,8,3.875000,112.000000,8,14.000000,8.000000,8,1.000000
1HQ|TTN|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
1HQ|ZRH|I,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
1QQ|STT|D,4442.000000,10,444.200000,7866.000000,10,786.600000,874.000000,10,87.400000
1QQ|STX|D,4729.000000,10,472.900000,7866.000000,10,786.600000,874.000000,10,87.400000
1UQ|BGR|I,118.000000,29,4.068966,256.000000,29,8.827586,32.000000,29,1.103448
1UQ|BOS|I,14.000000,3,4.666667,24.000000,3,8.000000,3.000000,3,1.000000
1UQ|BRU|I,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|BWI|I,17.000000,3,5.666667,24.000000,3,8.000000,3.000000,3,1.000000
1UQ|CLE|I,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|CVG|I,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|EBL|I,7.000000,1,7.000000,16.000000,1,16.000000,1.000000,1,1.000000
1UQ|IAD|I,19.000000,4,4.750000,40.000000,4,10.000000,4.000000,4,1.000000
1UQ|IAH|I,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|KEF|I,13.000000,3,4.333333,24.000000,3,8.000000,3.000000,3,1.000000
1UQ|LAX|I,6.000000,2,3.000000,15.000000,2,7.500000,2.000000,2,1.000000
1UQ|MOB|I,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|MSP|I,10.000000,2,5.000000,16.000000,2,8.000000,2.000000,2,1.000000
1UQ|ORD|I,14.000000,4,3.500000,32.000000,4,8.000000,4.000000,4,1.000000
1UQ|PHL|I,11.000000,2,5.500000,16.000000,2,8.000000,2.000000,2,1.000000
1UQ|PSM|I,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|RST|I,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
1UQ|SJC|I,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
1UQ|SNN|I,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
1UQ|STN|I,60.000000,10,6.000000,120.000000,10,12.000000,15.000000,10,1.500000
1UQ|TEB|I,7.000000,2,3.500000,16.000000,2,8.000000,2.000000,2,1.000000
1XQ|BOS|I,8.000000,1,8.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|BWI|I,1.000000,1,1.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|FLL|I,0.000000,1,0.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|GOA|I,12.000000,1,12.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|IAD|I,7.000000,1,7.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|KRK|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
1XQ|LBG|I,18.000000,9,2.000000,135.000000,9,15.000000,9.000000,9,1.000000
1XQ|OPO|I,1.000000,1,1.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|PBI|I,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
1XQ|RAK|I,18.000000,3,6.000000,44.000000,3,14.666667,3.000000,3,1.000000
1XQ|TEB|I,37.000000,11,3.363636,162.000000,11,14.727273,11.000000,11,1.000000
1XQ|WAW|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
1XQ|YUL|I,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
1YQ|CPX|D,2017.000000,17,118.647059,3428.000000,17,201.647059,479.000000,17,28.176471
1YQ|EIS|D,0.000000,2,0.000000,0.000000,2,0.000000,12.000000,2,6.000000
1YQ|JRV|D,1240.000000,9,137.777778,1957.000000,9,217.444444,242.000000,9,26.888889
1YQ|SIG|D,1261.000000,5,252.200000,1845.000000,5,369.000000,230.000000,5,46.000000
1YQ|SJU|D,0.000000,35,0.000000,0.000000,35,0.000000,997.000000,35,28.485714
1YQ|STT|D,5.000000,13,0.384615,8.000000,13,0.615385,56.000000,13,4.307692
1YQ|STX|D,0.000000,10,0.000000,0.000000,10,0.000000,47.000000,10,4.700000
1YQ|SXM|D,0.000000,2,0.000000,0.000000,2,0.000000,35.000000,2,17.500000
1YQ|VQS|D,3.000000,5,0.600000,9.000000,5,1.800000,138.000000,5,27.600000
1ZQ|BCN|I,126.000000,1,126.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|BSB|I,0.000000,1,0.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|BWI|I,0.000000,1,0.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|DFW|I,67.000000,1,67.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|EZE|I,0.000000,1,0.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|HEL|I,69.000000,1,69.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|IAG|I,86.000000,1,86.000000,243.000000,1,243.000000,1.000000,1,1.000000
1ZQ|PRG|I,109.000000,1,109.000000,243.000000,1,243.000000,1.000000,1,1.000000
24Q|ANU|I,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|APA|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
24Q|ATL|I,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|BGR|I,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|BOS|I,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|BZN|I,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|DUB|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|FAB|I,10.000000,2,5.000000,26.000000,2,13.000000,2.000000,2,1.000000
24Q|FRG|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|GSO|I,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|HOU|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
24Q|IAD|I,5.000000,2,2.500000,24.000000,2,12.000000,2.000000,2,1.000000
24Q|INL|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|IST|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|KEF|I,10.000000,3,3.333333,31.000000,3,10.333333,3.000000,3,1.000000
24Q|LAX|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
24Q|LBG|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|LGG|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|MXP|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|NCE|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|OLB|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|OPF|I,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|ORD|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|PBI|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
24Q|PDL|I,4.000000,1,4.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|PLS|I,8.000000,2,4.000000,24.000000,2,12.000000,2.000000,2,1.000000
24Q|RDU|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
24Q|SFO|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
24Q|SJC|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
24Q|SNN|I,11.000000,4,2.750000,56.000000,4,14.000000,4.000000,4,1.000000
24Q|SXM|I,7.000000,1,7.000000,10.000000,1,10.000000,1.000000,1,1.000000
24Q|TEB|I,21.000000,5,4.200000,66.000000,5,13.200000,5.000000,5,1.000000
24Q|VNY|I,16.000000,3,5.333333,41.000000,3,13.666667,3.000000,3,1.000000
24Q|WAW|I,7.000000,1,7.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|BOS|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
25Q|EWR|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|FOK|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|FXE|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|HPN|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
25Q|IAD|I,7.000000,2,3.500000,29.000000,2,14.500000,2.000000,2,1.000000
25Q|LAS|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|LBG|I,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|NAS|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|NCE|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|OPF|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|ORH|I,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
25Q|SNN|I,1.000000,1,1.000000,16.000000,1,16.000000,1.000000,1,1.000000
25Q|TEB|I,13.000000,3,4.333333,39.000000,3,13.000000,3.000000,3,1.000000
25Q|ZRH|I,14.000000,4,3.500000,52.000000,4,13.000000,4.000000,4,1.000000
26Q|BUD|I,6.000000,1,6.000000,12.000000,1,12.000000,1.000000,1,1.000000
26Q|CIA|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
26Q|CLT|I,1.000000,1,1.000000,13.000000,1,13.000000,2.000000,1,2.000000
26Q|DIJ|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|FAB|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|FAR|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|GIB|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|GVA|I,8.000000,2,4.000000,24.000000,2,12.000000,2.000000,2,1.000000
26Q|LBG|I,11.000000,2,5.500000,27.000000,2,13.500000,4.000000,2,2.000000
26Q|LIN|I,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
26Q|MXP|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
26Q|OPF|I,10.000000,2,5.000000,24.000000,2,12.000000,2.000000,2,1.000000
26Q|PTK|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|SAT|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
26Q|SNN|I,5.000000,3,1.666667,42.000000,3,14.000000,3.000000,3,1.000000
26Q|TEB|I,21.000000,9,2.333333,121.000000,9,13.444444,9.000000,9,1.000000
26Q|YQB|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
26Q|ZRH|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|1B1|D,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|2PA|D,11.000000,2,5.500000,36.000000,2,18.000000,4.000000,2,2.000000
27Q|3NJ|D,5.000000,2,2.500000,18.000000,2,9.000000,2.000000,2,1.000000
27Q|5NJ|D,0.000000,1,0.000000,9.000000,1,9.000000,1.000000,1,1.000000
27Q|ABE|D,19.000000,4,4.750000,48.000000,4,12.000000,4.000000,4,1.000000
27Q|ABQ|D,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|ACK|D,11.000000,4,2.750000,38.000000,4,9.500000,4.000000,4,1.000000
27Q|ACY|D,9.000000,4,2.250000,44.000000,4,11.000000,5.000000,4,1.250000
27Q|ADS|D,28.000000,13,2.153846,168.000000,13,12.923077,13.000000,13,1.000000
27Q|ADS|I,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|AGS|D,14.000000,7,2.000000,78.000000,7,11.142857,7.000000,7,1.000000
27Q|ANC|D,0.000000,1,0.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|ANC|I,12.000000,3,4.000000,45.000000,3,15.000000,3.000000,3,1.000000
27Q|APA|D,17.000000,5,3.400000,64.000000,5,12.800000,5.000000,5,1.000000
27Q|APA|I,11.000000,1,11.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|APC|D,37.000000,10,3.700000,123.000000,10,12.300000,10.000000,10,1.000000
27Q|APC|I,0.000000,1,0.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|APF|D,44.000000,15,2.933333,210.000000,15,14.000000,16.000000,15,1.066667
27Q|ARN|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|ASE|D,73.000000,29,2.517241,427.000000,29,14.724138,30.000000,29,1.034483
27Q|ATH|I,5.000000,2,2.500000,27.000000,2,13.500000,2.000000,2,1.000000
27Q|ATL|D,12.000000,2,6.000000,26.000000,2,13.000000,2.000000,2,1.000000
27Q|ATS|D,9.000000,1,9.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|ATW|D,0.000000,1,0.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|AUS|D,42.000000,22,1.909091,284.000000,22,12.909091,22.000000,22,1.000000
27Q|AUS|I,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|AVL|D,6.000000,4,1.500000,44.000000,4,11.000000,4.000000,4,1.000000
27Q|AVP|D,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|AXA|I,18.000000,5,3.600000,83.000000,5,16.600000,5.000000,5,1.000000
27Q|AZA|D,14.000000,2,7.000000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|AZO|D,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|BAF|D,0.000000,2,0.000000,34.000000,2,17.000000,2.000000,2,1.000000
27Q|BBX|D,0.000000,1,0.000000,6.000000,1,6.000000,1.000000,1,1.000000
27Q|BCT|D,25.000000,8,3.125000,117.000000,8,14.625000,8.000000,8,1.000000
27Q|BDL|D,1.000000,4,0.250000,39.000000,4,9.750000,4.000000,4,1.000000
27Q|BED|D,83.000000,41,2.024390,698.000000,41,17.024390,53.000000,41,1.292683
27Q|BED|I,18.000000,6,3.000000,79.000000,6,13.166667,6.000000,6,1.000000
27Q|BER|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|BFI|D,27.000000,11,2.454545,143.000000,11,13.000000,11.000000,11,1.000000
27Q|BFL|D,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BGD|D,0.000000,1,0.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|BGI|I,12.000000,1,12.000000,19.000000,1,19.000000,1.000000,1,1.000000
27Q|BGM|D,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BHM|D,5.000000,5,1.000000,69.000000,5,13.800000,5.000000,5,1.000000
27Q|BIL|D,9.000000,2,4.500000,30.000000,2,15.000000,2.000000,2,1.000000
27Q|BIO|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|BJC|D,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BKL|D,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BLM|D,18.000000,2,9.000000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|BMG|D,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BNA|D,20.000000,6,3.333333,66.000000,6,11.000000,6.000000,6,1.000000
27Q|BOI|D,0.000000,2,0.000000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|BOS|D,12.000000,10,1.200000,136.000000,10,13.600000,10.000000,10,1.000000
27Q|BOW|D,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BQK|D,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|BRO|D,13.000000,1,13.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|BTR|D,14.000000,2,7.000000,30.000000,2,15.000000,2.000000,2,1.000000
27Q|BTV|D,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
27Q|BUF|D,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|BUR|D,69.000000,55,1.254545,738.000000,55,13.418182,59.000000,55,1.072727
27Q|BUR|I,13.000000,2,6.500000,36.000000,2,18.000000,3.000000,2,1.500000
27Q|BWI|D,30.000000,10,3.000000,137.000000,10,13.700000,10.000000,10,1.000000
27Q|BWI|I,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|BZN|D,43.000000,11,3.909091,139.000000,11,12.636364,11.000000,11,1.000000
27Q|BZZ|I,6.000000,1,6.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|CAK|D,13.000000,2,6.500000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|CCR|D,8.000000,2,4.000000,24.000000,2,12.000000,2.000000,2,1.000000
27Q|CGF|D,1.000000,1,1.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|CGN|I,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|CGR|I,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|CHO|D,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|CHS|D,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
27Q|CHS|I,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
27Q|CIC|D,4.000000,2,2.000000,28.000000,2,14.000000,2.000000,2,1.000000
27Q|CLD|D,19.000000,4,4.750000,58.000000,4,14.500000,4.000000,4,1.000000
27Q|CLE|D,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
27Q|CLT|D,10.000000,3,3.333333,26.000000,3,8.666667,3.000000,3,1.000000
27Q|CMH|D,9.000000,4,2.250000,46.000000,4,11.500000,4.000000,4,1.000000
27Q|CNM|D,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|COD|D,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
27Q|COE|D,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|COS|D,14.000000,2,7.000000,24.000000,2,12.000000,2.000000,2,1.000000
27Q|CSL|I,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|CTG|I,8.000000,1,8.000000,17.000000,1,17.000000,1.000000,1,1.000000
27Q|CTH|D,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
27Q|CWF|D,6.000000,4,1.500000,56.000000,4,14.000000,5.000000,4,1.250000
27Q|DAL|D,51.000000,27,1.888889,308.000000,27,11.407407,29.000000,27,1.074074
27Q|DAL|I,16.000000,1,16.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|DAY|D,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|DCA|D,19.000000,7,2.714286,86.000000,7,12.285714,7.000000,7,1.000000
27Q|DCA|I,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|DEN|D,6.000000,3,2.000000,38.000000,3,12.666667,3.000000,3,1.000000
27Q|DFW|D,1.000000,1,1.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|DPA|D,2.000000,1,2.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|DSM|D,15.000000,3,5.000000,46.000000,3,15.333333,3.000000,3,1.000000
27Q|DTW|D,20.000000,5,4.000000,60.000000,5,12.000000,5.000000,5,1.000000
27Q|DVT|D,0.000000,1,0.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|DWH|D,13.000000,4,3.250000,52.000000,4,13.000000,4.000000,4,1.000000
27Q|EGE|D,22.000000,5,4.400000,67.000000,5,13.400000,5.000000,5,1.000000
27Q|EGV|D,30.000000,8,3.750000,182.000000,8,22.750000,13.000000,8,1.625000
27Q|ELH|I,6.000000,2,3.000000,26.000000,2,13.000000,2.000000,2,1.000000
27Q|ENA|D,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|ENW|D,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|EWR|D,34.000000,5,6.800000,84.000000,5,16.800000,5.000000,5,1.000000
27Q|EWR|I,26.000000,3,8.666667,43.000000,3,14.333333,3.000000,3,1.000000
27Q|EYW|D,14.000000,1,14.000000,28.000000,1,28.000000,2.000000,1,2.000000
27Q|FAB|I,2.000000,3,0.666667,36.000000,3,12.000000,3.000000,3,1.000000
27Q|FAT|D,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|FHU|D,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|FLL|D,20.000000,4,5.000000,60.000000,4,15.000000,4.000000,4,1.000000
27Q|FLL|I,10.000000,1,10.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|FLR|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|FOK|D,106.000000,42,2.523810,651.000000,42,15.500000,50.000000,42,1.190476
27Q|FOK|I,27.000000,5,5.400000,75.000000,5,15.000000,5.000000,5,1.000000
27Q|FPR|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|FRG|D,9.000000,4,2.250000,54.000000,4,13.500000,4.000000,4,1.000000
27Q|FRG|I,7.000000,2,3.500000,27.000000,2,13.500000,2.000000,2,1.000000
27Q|FTW|D,13.000000,3,4.333333,42.000000,3,14.000000,3.000000,3,1.000000
27Q|FTY|D,6.000000,4,1.500000,46.000000,4,11.500000,4.000000,4,1.000000
27Q|GCN|D,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|GEO|I,7.000000,1,7.000000,11.000000,1,11.000000,1.000000,1,1.000000
27Q|GHC|I,4.000000,2,2.000000,20.000000,2,10.000000,2.000000,2,1.000000
27Q|GJT|D,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|GND|I,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|GNV|D,7.000000,2,3.500000,22.000000,2,11.000000,2.000000,2,1.000000
27Q|GON|D,1.000000,1,1.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|GRU|I,2.000000,1,2.000000,18.000000,1,18.000000,1.000000,1,1.000000
27Q|GSP|D,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|GTF|D,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|GUC|D,15.000000,2,7.500000,29.000000,2,14.500000,2.000000,2,1.000000
27Q|GYE|I,15.000000,2,7.500000,25.000000,2,12.500000,2.000000,2,1.000000
27Q|GYR|D,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|HCR|D,5.000000,1,5.000000,19.000000,1,19.000000,1.000000,1,1.000000
27Q|HDN|D,0.000000,1,0.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|HHH|D,13.000000,3,4.333333,40.000000,3,13.333333,3.000000,3,1.000000
27Q|HLM|D,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|HND|I,16.000000,4,4.000000,61.000000,4,15.250000,4.000000,4,1.000000
27Q|HNL|D,0.000000,1,0.000000,12.000000,1,12.000000,1.000000,1,1.000000
27Q|HOU|D,39.000000,23,1.695652,272.000000,23,11.826087,23.000000,23,1.000000
27Q|HPN|D,170.000000,83,2.048193,845.000000,83,10.180723,85.000000,83,1.024096
27Q|HPN|I,31.000000,11,2.818182,138.000000,11,12.545455,11.000000,11,1.000000
27Q|HRL|D,12.000000,1,12.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|HSH|D,45.000000,15,3.000000,193.000000,15,12.866667,16.000000,15,1.066667
27Q|HTO|D,5.000000,4,1.250000,36.000000,4,9.000000,4.000000,4,1.000000
27Q|HUF|D,1.000000,2,0.500000,24.000000,2,12.000000,2.000000,2,1.000000
27Q|HVN|D,20.000000,3,6.666667,34.000000,3,11.333333,3.000000,3,1.000000
27Q|HWD|D,13.000000,8,1.625000,112.000000,8,14.000000,8.000000,8,1.000000
27Q|HYA|D,3.000000,3,1.000000,35.000000,3,11.666667,3.000000,3,1.000000
27Q|IAD|D,137.000000,68,2.014706,921.000000,68,13.544118,78.000000,68,1.147059
27Q|IAD|I,13.000000,2,6.500000,22.000000,2,11.000000,2.000000,2,1.000000
27Q|IAH|D,30.000000,18,1.666667,191.000000,18,10.611111,18.000000,18,1.000000
27Q|IAH|I,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|ICT|D,19.000000,7,2.714286,101.000000,7,14.428571,7.000000,7,1.000000
27Q|IDA|D,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|IFP|D,0.000000,1,0.000000,16.000000,1,16.000000,1.000000,1,1.000000
27Q|IGM|D,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
27Q|ILG|D,1.000000,4,0.250000,46.000000,4,11.500000,4.000000,4,1.000000
27Q|ILM|D,6.000000,2,3.000000,20.000000,2,10.000000,2.000000,2,1.000000
27Q|IND|D,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|IPL|D,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
27Q|ISP|D,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
27Q|JAC|D,34.000000,6,5.666667,84.000000,6,14.000000,6.000000,6,1.000000
27Q|JFK|D,1.000000,3,0.333333,42.000000,3,14.000000,3.000000,3,1.000000
27Q|JRA|D,70.000000,21,3.333333,423.000000,21,20.142857,53.000000,21,2.523810
27Q|JRB|D,2.000000,2,1.000000,12.000000,2,6.000000,2.000000,2,1.000000
27Q|JZI|D,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
